Média,Média Absoluta,Variância,Desvio Padrão,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
6.662088529175202e-19,0.0768050929334863,0.0185359674729203,0.0964676453369263,1.470023132194566,0.0964676453369263,0.4084937923282052,0.8052751758296148,2.1244930315706947,1140.2167924632822,0.6312633501408205,0.016066963401655,8.372570818996902e-06,1.009116450953748e-09,2.220956678598096e-05,3.4096763701456525,38.65569880102141,0.4993244084178865,2.3750929501517555e-05,35.63343707505162,117.85467676354732,109.79660310142928,0.5026078831649975,240.83051769346
6.659279919286045e-19,0.0769042606119109,0.0185613088092496,0.0965916038986365,1.47188997647273,0.0965916038986365,0.4089396968199043,0.8061579286601106,2.1266714255680905,1141.543249612347,0.6320243490948987,0.0160880787672419,8.383574136134415e-06,1.011008601973529e-09,2.224104542238157e-05,3.414947804234711,38.7671838131377,0.4999266771009881,2.378439925778692e-05,35.71369744295345,118.00958686332024,109.9306628622424,0.5032166934888934,241.13095905132803
6.655582868946209e-19,0.0770130558366824,0.018589135015751,0.0967275727651046,1.473944047210748,0.0967275727651046,0.4094259241098243,0.8071184151908944,2.129045246325413,1142.9779628138156,0.6328594197042507,0.0161112129125265,8.395629448945554e-06,1.013128029717661e-09,2.2275914035862707e-05,3.4208981805319154,38.89585436772494,0.5005867103255747,2.3821436032130915e-05,35.80649300484649,118.17894001748232,110.0767294559728,0.5038848923722172,241.45820620384535
6.65098748439327e-19,0.0771313085573946,0.01861941118969,0.0968753103072973,1.4761815707247712,0.0968753103072973,0.4099502453196784,0.8081532335268873,2.131602150803497,1144.5121016978055,0.6337664143394142,0.0161363132931752,8.408709376328953e-06,1.01546683907736e-09,2.231405971173399e-05,3.4275258060165337,39.04169311441985,0.5013031376667709,2.3861924196823757e-05,35.91305693557575,118.36340139400907,110.23450624906694,0.5046109037794345,241.8125634711921
6.645762756907989e-19,0.0772579504569062,0.0186517062120146,0.0970334924002632,1.4785993575319931,0.0970334924002632,0.4105067602107501,0.8092508202804062,2.134329787474283,1146.1221904152735,0.6347434923790038,0.0161630241447943,8.422628527771953e-06,1.017992821872142e-09,2.235513035442407e-05,3.434845736279624,39.20483666839469,0.5020741651604732,2.390547327197016e-05,36.033476419086064,118.561232269344,110.4022224268494,0.5053931821676156,242.1907024509246
6.640079608180934e-19,0.0773926336141571,0.0186858954104606,0.0972016427187694,1.4811944483409645,0.0972016427187694,0.4110920791160189,0.8104053034945865,2.1372135162327326,1147.7877550995504,0.6357884692542239,0.0161911858573851,8.437303729747322e-06,1.0208123478504387e-09,2.239991952856229e-05,3.443131419626883,39.39526139211697,0.5028976278918142,2.395283334650407e-05,36.16735392571828,118.76928346952954,110.57779858483188,0.5062302119605253,242.5863152903931
6.634064123680388e-19,0.0775343608803963,0.0187215786732123,0.0973785452415413,1.483962798855938,0.0973785452415413,0.4117003262166004,0.8116065570261742,2.140242167888249,1149.485327338158,0.636899722422091,0.0162204966320306,8.452577713408372e-06,1.0238226078138927e-09,2.2447739210903715e-05,3.452216083682735,39.60459039157717,0.5037720194402457,2.4003298598883677e-05,36.31408884822183,118.98600140472848,110.75957691020056,0.5071205070312871,242.9964709222572
6.628325163599651e-19,0.077681948151941,0.0187582923425385,0.0975627087097364,1.4869004886755988,0.0975627087097364,0.4123261667736445,0.8128433907318674,2.1434098632991265,1151.1930071075355,0.6380753460236683,0.0162505559023812,8.4682417417307e-06,1.0269881628745395e-09,2.2498115296716087e-05,3.4621154196070765,39.833017257543325,0.5046957114598898,2.4056352037831132e-05,36.46903888832392,119.20961852572928,110.9460976706542,0.5080626101934858,243.41772299728115
6.62320637235153e-19,0.0778342521043199,0.018795591616214,0.0977527002244644,1.4900036936965046,0.0977527002244644,0.4129635013321938,0.8141046686273633,2.1467057133577714,1152.889992083578,0.6393135179121886,0.0162810006108555,8.484106623687126e-06,1.0302722137069296e-09,2.2550546181234923e-05,3.4727981086273534,40.07979002562379,0.5056675832104546,2.411145674640473e-05,36.62860165784623,119.43867425288,111.13614538626598,0.5090550927005748,243.8479396122912
6.618445095312265e-19,0.0779905009013618,0.0188331892097772,0.0979475340626659,1.493268446684613,0.0979475340626659,0.4136085871044042,0.815383124964497,2.150123294923057,1154.560303484153,0.6406123059700161,0.0163115690751104,8.500035995367623e-06,1.033658254777905e-09,2.260477579674999e-05,3.484259261794555,40.34464329086528,0.5066860593104444,2.41683245468297e-05,36.79451359604724,119.6706652881564,111.32809303361206,0.5100965537534575,244.28189987222635
6.613821743021685e-19,0.0781499372583311,0.0188707946015166,0.098146260545477,1.496693478065188,0.098146260545477,0.4142560690343064,0.816667790141916,2.153647059318727,1156.1872386009013,0.6419700017650837,0.01634200949217,8.515898641047427e-06,1.0371376268835284e-09,2.2660676632964807e-05,3.4965129581638625,40.62756311576814,0.5077499332879951,2.4226789461494737e-05,36.96322875804454,119.90309960037165,111.52027597953622,0.5111856200161131,244.7142542472213
6.609658842204378e-19,0.0783124672858433,0.0189084030321523,0.0983487569530395,1.500271904735854,0.0983487569530395,0.414906150275747,0.8179609160498156,2.157276309235528,1157.7711362942082,0.64338486959261,0.016372333571087,8.531700662369477e-06,1.04070901552786e-09,2.271821965343484e-05,3.5095265200485386,40.92748409274943,0.5088589722983557,2.4286824897200146e-05,37.1357771764525,120.13585822135192,111.71261118582436,0.5123209451391392,245.14490747786056
6.606559504556526e-19,0.0784772367685983,0.0189456796166406,0.0985539424891725,1.5040000943128533,0.0985539424891725,0.415554121607433,0.8192543840988044,2.1610010363781846,1159.2937484593922,0.644855144855281,0.0164022431305281,8.547286675626959e-06,1.0443567806995136e-09,2.277719558490827e-05,3.5233745861453003,41.24613738174234,0.5100113553522824,2.434818348970985e-05,37.31229552508656,120.36691755026423,111.90359380985406,0.5135012092910872,245.5700169270968
6.603749665934996e-19,0.0786434113699245,0.0189823046612244,0.0987607837453385,1.5078735007110666,0.0987607837453385,0.4161973173540627,0.8205419014433518,2.1648220581568087,1160.7421496500026,0.6463792197418038,0.0164314837845321,8.56252411908918e-06,1.0480738576594367e-09,2.283749976047404e-05,3.538098908366111,41.58419372721155,0.5112058829189736,2.4410724078099584e-05,37.48730320467831,120.59327367560658,112.09176006075576,0.5147251186974657,245.98443002898037
6.600864767047859e-19,0.0788109170726616,0.0190182789467809,0.0989691746714605,1.511887041931222,0.0989691746714605,0.4168364596153849,0.8218241816228488,2.1687419866641013,1162.1169917485786,0.6479553906780762,0.0164600350461876,8.57740231692949e-06,1.0519008831026927e-09,2.2899486041491863e-05,3.5539579688458085,41.95463843133961,0.5124405700780548,2.4474795167204376e-05,37.66150291045149,120.81484137898488,112.27701400441644,0.5159914051872911,246.3880808945278
6.596492222042456e-19,0.0789793020161962,0.019053462937332,0.0991785702564957,1.5160353250779697,0.0991785702564957,0.4174712392335146,0.8230994162455056,2.1727666384399438,1163.420661472243,0.6495822280300795,0.0164878167400534,8.59187948934522e-06,1.055733055731814e-09,2.2962357909042137e-05,3.5708014516347304,42.35123548692895,0.5137148027859616,2.4539604994362923e-05,37.83488859059964,121.03202589051506,112.45961799668174,0.5172988257470663,246.78165688643224
6.590279342024482e-19,0.0791486017613617,0.0190878858287152,0.0993889620974441,1.5203158881139387,0.0993889620974441,0.4181007312061912,0.8243660612217198,2.17688563211193,1164.6554069040533,0.6512577832824233,0.0165147962051931,8.60593861656757e-06,1.0595964316606922e-09,2.3026281568422254e-05,3.588650560874225,42.77415762452642,0.5150273696800397,2.46053171816232e-05,38.00795837205752,121.24517784751792,112.63967917181829,0.5186461620820689,247.16592354765484
6.582272791251002e-19,0.0793188463079291,0.0191215906199074,0.0996004055229858,1.5247236503208268,0.0996004055229858,0.4187255932482157,0.8256261488116838,2.181097762667686,1165.8226356008474,0.652980727041761,0.0165410276142911,8.619607928239287e-06,1.063497951368961e-09,2.309135886382912e-05,3.607495996163168,43.22305255547856,0.51637743395739,2.467203769162532e-05,38.18143242569036,121.45407012839756,112.81709184302224,0.5200322201848344,247.54049207506392
6.5727785519443015e-19,0.0794900325209538,0.0191546013354819,0.099812886067374,1.529256224001183,0.099812886067374,0.4193458204235503,0.8268785446943794,2.1853987717646777,1166.9230252691862,0.6547494921652824,0.0165665214284934,8.632892875713127e-06,1.0674410134678848e-09,2.315764455639686e-05,3.6273995290628016,43.699607692462784,0.5177638643455069,2.4739820886893736e-05,38.35552077797658,121.65859681288056,112.99169960512606,0.5214558299107186,247.90532462575564
6.561314600257536e-19,0.0796620630183738,0.0191869169908324,0.1000262971524827,1.533908373237996,0.1000262971524827,0.4199619051856613,0.8281244656926479,2.1897905877098265,1167.9583868004763,0.6565627763043439,0.0165912900482464,8.645799920920485e-06,1.071423879639924e-09,2.3225096513752257e-05,3.648331347586729,44.20296513512786,0.5191857361989073,2.4808627812007832e-05,38.52957267534178,121.85898017823436,113.16364115823995,0.5229158445604278,248.2610771638688
6.547216029702259e-19,0.079835073900988,0.0192186054319057,0.1002407650332734,1.5386766143798856,0.1002407650332734,0.4205739630503374,0.8293648278461232,2.1942671552727537,1168.929670839694,0.6584188256763959,0.0166153483616528,8.6583368221224e-06,1.0754600114257392e-09,2.329385823761075e-05,3.670350853335929,44.73472007657959,0.5206417032926672,2.4878600526476628e-05,38.70232072840616,122.05528309512584,113.33298863127392,0.5244111404694078,248.60810946483528
6.530095060430494e-19,0.0800091240989808,0.0192497152807538,0.1004563614373063,1.5435591937081523,0.1004563614373063,0.4211828898941077,0.8305984131722463,2.198828757990095,1169.838594019911,0.6603162510004419,0.0166387181565407,8.670514933059264e-06,1.0795522116817655e-09,2.3363947121333757e-05,3.69343648132334,45.29408589357077,0.5221298738640205,2.494975929757872e-05,38.87401751924263,122.2476692351982,113.49979795575784,0.5259406166039793,248.94667992170304
6.51002936719574e-19,0.0801841605690476,0.0192802603768122,0.1006730406583788,1.5485533579520794,0.1006730406583788,0.4217885776904271,0.8318244570488119,2.203471586232357,1170.6870646699963,0.6622538818674497,0.0166614299800187,8.682350171974329e-06,1.0836931251030563e-09,2.3435236059854157e-05,3.717473163588021,45.87821981715847,0.5236495777569452,2.50219852575708e-05,39.04472201094893,122.43619995667216,113.66414400728164,0.527503194164116,249.27686599447932
6.486997558046934e-19,0.0803599838963602,0.0193102128618762,0.1008906065986245,1.5536544845865887,0.1008906065986245,0.4223906616243105,0.8330431796934361,2.20819398448368,1171.477537764727,0.6642308853355363,0.0166835044306186,8.69385327286016e-06,1.0878780318347874e-09,2.3507643252026437e-05,3.742411709133963,46.48591815968205,0.5251994922902182,2.5095201770273537e-05,39.21444497523468,122.62108471116618,113.8263113743237,0.5290978161927586,249.599400725948
6.461304478192139e-19,0.0805365034943955,0.019339563914518,0.1011089379601938,1.558859109199456,0.1011089379601938,0.4229883268036928,0.8342541298869617,2.212989198373115,1172.2114859723888,0.66624588975948,0.0167049413819181,8.70502416983751e-06,1.0920578530190138e-09,2.358067735516153e-05,3.768000734278254,47.104980537116056,0.5267795489608398,2.5168925400088373e-05,39.38200175086165,122.80257520203064,113.98656168925638,0.5307234471915606,249.91507040298077
6.433556794245752e-19,0.0807136338722946,0.0193683087946907,0.1013279285797218,1.564164207795275,0.1013279285797218,0.4235804701163415,0.8354565549322257,2.217848130828053,1172.8912838441945,0.6682976259365312,0.0167257400596181,8.715862459415395e-06,1.0962171254410726e-09,2.3654106170284245e-05,3.7940861399375776,47.73051458518701,0.5283888019884633,2.5242930462325084e-05,39.54792494035165,122.98094339762594,114.14516600833495,0.5323790727429636,250.2249826467288
6.404720455096935e-19,0.0808911851574925,0.0193964067356924,0.1015473580814877,1.5695655095729315,0.1015473580814877,0.4241671592344134,0.8366504554726087,2.222772538524515,1173.5194050463087,0.6703849719423621,0.0167458864963797,8.72636086314732e-06,1.100286662383143e-09,2.372724788505401e-05,3.8204197604338,48.35444527475306,0.5300261406346287,2.531654632962128e-05,39.713671656091776,123.15643097505968,114.30234929445746,0.5340636991385028,250.5298785738227
6.374534104691764e-19,0.0810690713308085,0.0194238471925906,0.1017670976951343,1.575060215719004,0.1017670976951343,0.4247483174875636,0.8378348095062235,2.22776143462175,1174.0974445257937,0.6725065037648291,0.0167653521356686,8.736504500087894e-06,1.1042606319591996e-09,2.37999772597309e-05,3.84700993053252,48.97745422005584,0.5316904816424167,2.538964855600611e-05,39.87838939019735,123.32922427104552,114.45827672485422,0.5357763530132421,250.83057538659224
6.342401560491619e-19,0.0812473938672817,0.019450693761202,0.1019872940006256,1.58064511793637,0.1019872940006256,0.4253245816706784,0.8390109423313911,2.232812292018464,1174.6273101075346,0.6746612119460066,0.0167841924647181,8.746322284897444e-06,1.108146271350186e-09,2.3872377927498037e-05,3.8738189830088223,49.5985169748648,0.5333801684122315,2.546232595148766e-05,40.04067275520187,123.49936558231708,114.61309622847013,0.5375160809862422,251.12740185975647
6.308506109554631e-19,0.081426067224242,0.0194769427379971,0.1022078480470134,1.5863188582828125,0.1022078480470134,0.4258947906290811,0.8401767192791856,2.237915235327186,1175.109129433053,0.6768479984872658,0.016802412905401,8.75581704293958e-06,1.1119497706043223e-09,2.3944525976168717e-05,3.9008746451404703,50.21845583696617,0.5350942808539109,2.5534653488095664e-05,40.19926884017274,123.66642741062653,114.76669832922305,0.5392819493069652,251.4196596472836
6.272896644430855e-19,0.081604787334212,0.0195025099024985,0.1024283966997637,1.5920772015862166,0.1024283966997637,0.4264581532278101,0.8413313785303992,2.2430692636243266,1175.5454941789178,0.6790658244025807,0.0168199651099449,8.764963579960874e-06,1.1156497830280504e-09,2.401610867362837e-05,3.928093125211641,50.835218334038245,0.5368319647517411,2.5606321751597382e-05,40.35450329710606,123.8308125354053,114.91931364551962,0.5410730435075222,251.70827391109364
6.235946360444344e-19,0.0817832489251384,0.0195273131763184,0.1026485621529806,1.597916177073862,0.1026485621529806,0.427013559725265,0.8424737229502027,2.248272446751739,1175.9373784367208,0.6813135794716277,0.0168367949161891,8.773733671802607e-06,1.1192335025414576e-09,2.4086911416243037e-05,3.955436895218984,51.44787878414983,0.5385926775665588,2.5677115942193825e-05,40.506448096040025,123.99261411014464,115.07103178151851,0.5428884680606693,251.9934911193613
6.197824223747135e-19,0.0819613794008199,0.019551348917209,0.1028682528263869,1.603831265963466,0.1028682528263869,0.4275620097566373,0.8436051330789777,2.253530872900204,1176.2864287639518,0.6835901582751726,0.0168529027870623,8.782127559698986e-06,1.1227040286201778e-09,2.4156955579697677e-05,3.98292166964436,52.05685246657804,0.5403757422653153,2.5747057207641933e-05,40.65454109950608,124.15191327445476,115.22191074454378,0.5447273460434615,252.2755052500856
6.159215594503083e-19,0.0821392223526283,0.0195746478140139,0.1030875044358066,1.6098197949030153,0.1030875044358066,0.4281036138668347,0.8447260506709133,2.258840982779447,1176.5936722262363,0.6858943000904477,0.0168683034855715,8.79015293672306e-06,1.1260648195411198e-09,2.4226266569775037e-05,4.010558264196273,52.66273674819426,0.5421804322587035,2.5816172735233708e-05,40.79940659192107,124.30877127791187,115.37185203572665,0.5465888188064748,252.55463484762387
6.119878144824969e-19,0.0823166168295298,0.0195971777005383,0.1033061209618143,1.6158802575096614,0.1033061209618143,0.4286378546230546,0.8458341626201145,2.264200517237736,1176.8614516376497,0.6882249864688229,0.0168829772912156,8.797799526428186e-06,1.1293060647288184e-09,2.429465609847509e-05,4.038270051808251,53.26338931569752,0.5440058299887632,2.5884277842003577e-05,40.94166554711076,124.46353430093924,115.52105025995826,0.5484720456485064,252.83147222318615
6.079868412583204e-19,0.0824933775902107,0.0196189003475591,0.103523880773383,1.6220080797939396,0.103523880773383,0.4291638441892665,0.8469301223403501,2.269605195136014,1177.090857512943,0.6905812703426999,0.0168969042862306,8.805056949573012e-06,1.1324251169793543e-09,2.436203911124931e-05,4.066081348929348,53.85980692902112,0.5458511435234709,2.5951288325937865e-05,41.08077546118192,124.61646493946132,115.66964918969212,0.550376203496666,253.1064312503823
6.039241631524506e-19,0.0826694740786801,0.0196398284180969,0.1037407581588655,1.6282016364175826,0.1037407581588655,0.4296809896637441,0.8480128914595825,2.275048444336496,1177.2823140236092,0.692962250471564,0.0169101065829715,8.81193672901071e-06,1.1354279543697363e-09,2.442848379639688e-05,4.094026323069172,54.453052375178125,0.5477158281625297,2.601727358385912e-05,41.21462575256924,124.76743458396336,115.81771012430652,0.5523004865917744,253.37940017481503
5.998344489980882e-19,0.0828447943773755,0.0196599521717246,0.1039566375933345,1.6344575439576268,0.1039566375933345,0.4301889784003942,0.8490826934067707,2.280527899793252,1177.437950492881,0.6953671786783191,0.016922588374008,8.818441049509163e-06,1.1383144798866255e-09,2.449395270992891e-05,4.122070526173549,55.04225785354061,0.5495985692383577,2.6082198524429265e-05,41.3432098578527,124.91671401299796,115.9654658542011,0.5542441061789807,253.6511375051994
5.956917435185774e-19,0.0830192819903089,0.0196792663260934,0.1041714324707715,1.6407724048395895,0.1041714324707715,0.4306877611236092,0.8501400998730757,2.2860422498808,1177.559848703318,0.6977949448868334,0.0169343428732063,8.82456637478182e-06,1.1410797300800967e-09,2.455834145340452e-05,4.150160928029255,55.62627042134909,0.5514991882415593,2.6145961739207723e-05,41.46710810414118,125.0645714708742,116.11295535658203,0.556206290203518,253.92224246104792
5.915280715644567e-19,0.0831930328511115,0.0196978201576427,0.1043852567688672,1.6471431580034217,0.1043852567688672,0.4311782049391307,0.8511867396354581,2.29159210619802,1177.65076376592,0.7002445502056514,0.01694540732144,8.83033211122461e-06,1.1437273556385322e-09,2.4621683530106942e-05,4.178283591364772,56.2050285339236,0.553416934503108,2.6208600943637043e-05,41.58692225654377,125.2111884968231,116.26018218515968,0.558186283011515,254.19313540362447
5.8730880003172115e-19,0.0833658376234207,0.0197155727128673,0.1045978832093847,1.65356736572243,0.1045978832093847,0.4316604665698839,0.8522213173970141,2.2971816385974124,1177.7105519746513,0.7027153927908465,0.0169557777178013,8.835736173945464e-06,1.1462586700830942e-09,2.468397210571833e-05,4.206432451815585,56.77850358002429,0.5553512512203684,2.627010947345801e-05,41.702970207670674,125.35623031601234,116.40699696474088,0.5601833450557815,254.46319503001743
5.830489538866991e-19,0.0835376544841007,0.0197325324334355,0.1048092745325355,1.660043614490098,0.1048092745325355,0.4321339794183683,0.8532429125257193,2.302804399270745,1177.7411328635994,0.7052067129607591,0.0169654863030057,8.840795363734111e-06,1.1486742616259375e-09,2.4745186306323577e-05,4.234557418438994,57.34554612255789,0.5573019922035065,2.6330471866482008e-05,41.81464845293093,125.49984697746164,116.553617801448,0.5621967526064896,254.73294060169
5.787501803854278e-19,0.0837084570712582,0.0197487057537928,0.1050193900798814,1.6665697992117825,0.1050193900798814,0.4325983859310345,0.8542512396717746,2.308456071214652,1177.7430326475278,0.7077175517558292,0.0169745386251556,8.84551257173302e-06,1.1509876624953786e-09,2.4805499959593454e-05,4.26274973073709,57.90902095150595,0.5592683360615126,2.6389858942451468e-05,41.922119140278525,125.64192189295068,116.70005111424116,0.5642257974666717,255.0022574298163
5.743994549594067e-19,0.0838782086737853,0.019764088600063,0.1052281504126997,1.6731463760493108,0.1052281504126997,0.4330525171210299,0.8552432570968411,2.3141271168776485,1177.7169337669284,0.7102467252797671,0.0169828987885758,8.849869092535614e-06,1.153191578709787e-09,2.486476480100333e-05,4.291028648155027,58.47045993311601,0.5612495453498483,2.6448122890414687e-05,42.025400394424494,125.78267856992984,116.84636772311538,0.5662697866924582,255.27130327114915
5.700312472879539e-19,0.084047043999313,0.0197787445026223,0.1054357291378619,1.6797699958110446,0.1054357291378619,0.4334978851025919,0.8562215294195379,2.319821560431281,1177.663820903447,0.7127934424288545,0.0169906245733564,8.853895035620873e-06,1.15530294028406e-09,2.49232268303766e-05,4.319417128244306,59.03014951313637,0.5632451410886712,2.65055104607542e-05,42.12521364309577,125.9219775217244,116.9925595757675,0.5683280423179801,255.5399273153342
5.657344674119909e-19,0.0842148578727027,0.0197926649274311,0.1056420242263708,1.6864388907551535,0.1056420242263708,0.4339353510963723,0.8571850213197405,2.3255467778861205,1177.5838033214875,0.7153571806556864,0.016997730476622,8.857597955509168e-06,1.1573245442896214e-09,2.498091448221442e-05,4.347882090968248,59.58722482313017,0.5652544735078546,2.656205139702247e-05,42.2217004067411,126.05955146934708,117.13846062147304,0.57039990108486,255.807548969174
5.614299223113619e-19,0.0843816740025261,0.0198058717894014,0.1058470564451938,1.6931516981597747,0.1058470564451938,0.434364745781221,0.8581332615018518,2.33129862945596,1177.4770366059413,0.7179370516358966,0.017004224109946,8.860981818627433e-06,1.1592644943961752e-09,2.5037922762917937e-05,4.376526098420206,60.14583111581787,0.5672764076321875,2.661783968010116e-05,42.31565543799883,126.19547722946642,117.2840012220054,0.5724847141762204,256.0741998738205
5.571249558466998e-19,0.0845476602444459,0.0198184340255666,0.106051032679742,1.6999067493737168,0.106051032679742,0.4347867006204887,0.85906758439672,2.3370737558063763,1177.3438864877858,0.7205322233535936,0.0170101684175139,8.864079425489303e-06,1.1611392984232579e-09,2.5094497028907696e-05,4.405390554612841,60.70712245601609,0.5693107868471116,2.667312211210212e-05,42.40783068216411,126.32968305654934,117.42896266263207,0.5745818469551339,256.3394422797554
5.528816171818879e-19,0.084712686970511,0.0198303268020973,0.1062538023858608,1.7067016288683303,0.1062538023858608,0.4352011345265399,0.8599875658036831,2.3428728714537663,1177.1858685670932,0.7231420148975503,0.0170155532500177,8.866885487242183e-06,1.1629470514340366e-09,2.515057501835005e-05,4.434472938071578,61.271151591909856,0.5713571536124047,2.6727837632514155e-05,42.49827997815956,126.46242820211336,117.5734723884141,0.5766906787074482,256.60335343306093
5.486819351826825e-19,0.0848769982365331,0.0198416452178939,0.106455637240509,1.7135343041256237,0.106455637240509,0.4356094218084886,0.8608953000188692,2.3486964815520985,1177.002349511445,0.7257654136411253,0.0170204231665709,8.869423223851443e-06,1.164717003548146e-09,2.520648117157033e-05,4.463860956729451,61.84050742878041,0.5734147856433279,2.6782309489809643e-05,42.58651702340279,126.59364993864202,117.71751581369897,0.5788106023889114,256.8657862036918
5.445709914244881e-19,0.0850411285243104,0.0198525845919496,0.106657164987863,1.7204028924305146,0.106657164987863,0.4360135831912244,0.8617952363425314,2.354541018763164,1176.7937655519024,0.7284013427740175,0.017024903392716,8.871757890941127e-06,1.1665409227299402e-09,2.526306201547853e-05,4.49375675379867,62.422946198720986,0.5754831207660923,2.6837383177179067e-05,42.67233746301822,126.72314328415209,117.86076906886704,0.5809410243765318,257.125894214542
5.405146713384042e-19,0.0852052362953053,0.0198631970344108,0.1068585337207999,1.727305898772084,0.1068585337207999,0.4364148351141053,0.8626880582329594,2.360409713215405,1176.5593758389218,0.7310486229163328,0.0170289854656179,8.87388507848775e-06,1.1684189319665174e-09,2.532032653800526e-05,4.524151877043089,63.01809126111504,0.5775612246547799,2.689306632440732e-05,42.75645644533975,126.85072481739404,118.00291467735042,0.5830813642241034,257.38308684469035
