Média,Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
1.2440920336018161e-18,0.0897300956042234,0.0249243929810549,0.1119223177613465,-0.0540236895238977,1.562242825586197,0.1119223177613465,0.3883904797162967,0.7592846901638244,1.743885060045287,406.3585315124329,0.6269314200992417,0.0206890993359366,1.0781187772765316e-05,3.4812590571542493e-09,4.1757122311264585e-05,5.44274289215343,98.11632245996816,0.5011759770076861,4.312881240456536e-05,103.84588261640742,76.79738440050711,0.5026078831649975,179.8319097597483
1.2433161627053553e-18,0.0898361673416908,0.0249530843329172,0.1120544152752451,-0.0541028862721651,1.5641231120964951,0.1120544152752451,0.3888546923094214,0.7601975483896096,1.7460283908158212,406.8069792670832,0.6276896398368358,0.0207121958336406,1.079322346724368e-05,3.485581787290083e-09,4.180834823133381e-05,5.448293642849612,98.17354712603688,0.5017777483162567,4.31814417796345e-05,103.97697624440984,76.89089503177667,0.5032166934888934,180.0515469571204
1.2424299953903208e-18,0.0899522224654652,0.0249843870816604,0.1121989701828095,-0.0541874489668143,1.566186581853461,0.1121989701828095,0.3893639570897599,0.7611967028626851,1.7483863950000789,407.29781704814025,0.6285219766051828,0.0207373991811854,1.0806357051164904e-05,3.4903225059149903e-09,4.1864550707706445e-05,5.454343238356217,98.2333187911328,0.5024378721112414,4.3239166218289184e-05,104.1213730575013,76.99382423143072,0.5038848923722172,180.29376140684423
1.2414055056858962e-18,0.0900780082471667,0.025018247892046,0.1123556890396929,-0.0542780672223659,1.5684299448318886,0.1123556890396929,0.3899159521804936,0.7622774826983967,1.7509475300970192,407.8309378377809,0.6294265907799238,0.0207646693399695,1.0820567660223836e-05,3.4954533555718892e-09,4.192550356469475e-05,5.460880445081342,98.29616982596598,0.5031548368309873,4.330176048701306e-05,104.2784620020664,77.10585200465037,0.5046109037794345,180.55790885703135
1.240190990266117e-18,0.0902131918813148,0.0250545565405057,0.1125241486582657,-0.0543765302694065,1.5708495658777304,0.1125241486582657,0.3905078089423473,0.7634350980195976,1.7536999695667392,408.4053459351233,0.6304015060935099,0.0207939126914606,1.0835806509359406e-05,3.500932441625914e-09,4.199087223273442e-05,5.467877851097921,98.36178446061513,0.5039272726571646,4.3368888178609255e-05,104.44783901849392,77.22670971115157,0.5053931821676156,180.84386168175283
1.2388165611478321e-18,0.0903575367666562,0.0250932618617945,0.1127040665252532,-0.0544830866784097,1.5734401124612871,0.1127040665252532,0.3911389769877973,0.7646686315718786,1.7566404009492234,409.0209191893564,0.6314449036582408,0.0208251028756385,1.0852059862240026e-05,3.506736438428921e-09,4.206045663384243e-05,5.475326860059074,98.43067992673475,0.5047537557507665,4.344035152456057e-05,104.62922815335853,77.35618271757406,0.5062302119605253,181.1510234057777
1.2371384047542732e-18,0.0905106105560088,0.0251342064951434,0.1128949139906469,-0.0545981288227817,1.576196983986214,0.1128949139906469,0.3918084553604909,0.7659745255239664,1.7597676890263327,409.6763923103434,0.6325549938496232,0.0208581270689042,1.0869268925953254e-05,3.512848639963992e-09,4.213409180971947e-05,5.483219759672071,98.50277035973804,0.5056328271619137,4.351597621823845e-05,104.82233443629605,77.49399815536084,0.5071205070312871,181.47883263244964
1.2352749090532837e-18,0.0906721324223246,0.0251773142290491,0.1130963580498377,-0.0547200092880691,1.5791145304897023,0.1130963580498377,0.3925168034269941,0.7673525730951876,1.7630846202719792,410.3708104654274,0.6337300595299342,0.0208929456839064,1.088741307134262e-05,3.51928423843185e-09,4.2211794131252856e-05,5.491575020036674,98.5787694836082,0.5065631138641746,4.359577337390765e-05,105.02653605453344,77.63982771362625,0.5080626101934858,181.82641069369396
1.2332667379227002e-18,0.0908417406362371,0.0252224621281525,0.1133079588260632,-0.0548469705894897,1.5821876065779006,0.1133079588260632,0.3932627010267893,0.7688009489806812,1.766587166965356,411.1030117077877,0.6349683799575186,0.0209294626415559,1.090644223113914e-05,3.526039746836287e-09,4.2293484587477977e-05,5.50042274560003,98.6598051414998,0.5075432013513855,4.367965453010006e-05,105.2412525882842,77.79340325251674,0.5090550927005748,182.19315560351225
1.2310397252161991e-18,0.091019300714815,0.0252696366330089,0.1135295356406778,-0.054978495602144,1.5854107790703795,0.1135295356406778,0.3940460020521072,0.7703203291802371,1.7702726484741411,411.8723072975193,0.6362681292475624,0.0209676769792099,1.0926355903705057e-05,3.5330937503862704e-09,4.237896988515532e-05,5.509705892269148,98.74475618764306,0.508571630744989,4.376743226553662e-05,105.46572291311372,77.95430431814977,0.5100965537534575,182.57768058523104
1.2287094186688113e-18,0.0912045828450711,0.0253187728776157,0.1137607896550664,-0.0551143857039408,1.5887797275706013,0.1137607896550664,0.3948661887545511,0.7719087799804017,1.7741387969935254,412.6773300457514,0.6376275220777254,0.0210075441364371,1.0947130868388336e-05,3.540426622349716e-09,4.246807325500194e-05,5.519440351791246,98.83495535765351,0.5096473422753048,4.3858929217959664e-05,105.69928132717143,78.12222726447544,0.5111856200161131,182.9789001878164
1.2262510875230672e-18,0.0913971188513305,0.0253696927584718,0.1140011688571218,-0.0552526947042574,1.592290449083693,0.1140011688571218,0.3957212315260706,0.7735623645501194,1.7781802165433978,413.516576379183,0.6390450578659109,0.0210489606426755,1.0968713206188397e-05,3.5480116474407286e-09,4.256057387946846e-05,5.529630975615284,98.93074972290492,0.5107690123734331,4.3953918077139015e-05,105.94136704156816,78.29694011062061,0.5123209451391392,183.39605811699928
1.2237292683121102e-18,0.0915968580846905,0.0254224153598546,0.1142505727533482,-0.0553955083431321,1.5959398804851723,0.1142505727533482,0.3966097347242768,0.7752787536187753,1.7823877315123209,414.389594954772,0.6405188765823924,0.0210919344159058,1.099110704320262e-05,3.555851398157153e-09,4.265643588826353e-05,5.540274387607153,99.03248187245173,0.511935392882477,4.405236516089048e-05,106.19130448654428,78.47809318603363,0.5135012092910872,183.8283676066744
1.221128027651396e-18,0.091803792661887,0.0254769919481303,0.1145089717917782,-0.0555409384393087,1.5997230764524704,0.1145089717917782,0.3975334698550418,0.7770593805447253,1.7867650775597246,415.2964355795143,0.6420472505630556,0.0211364904688537,1.1014325413680989e-05,3.563946073921352e-09,4.2755605449954216e-05,5.551315138575305,99.13847342456292,0.5131450678653794,4.415422128624416e-05,106.44877914381829,78.6655527920161,0.5147251186974657,184.27537557539011
1.218452981956568e-18,0.0920176723646309,0.0255333462069546,0.1147760507626252,-0.0556881637176327,1.6036360555264404,0.1147760507626252,0.3984911625588396,0.7789021652750298,1.7913070081755726,416.2358217493949,0.6436285784521297,0.021182576406354,1.1038341014254334e-05,3.5722870946002532e-09,4.285797798331242e-05,5.562768377615402,99.24946156173915,0.5143966721801673,4.425937834505916e-05,106.71333392404836,78.85913088597796,0.5159914051872911,184.73614580849696
1.2157023007814313e-18,0.0922381616906722,0.0255913646718539,0.1150514126506275,-0.0558348594132799,1.607675092794148,0.1150514126506275,0.3994811791030644,0.7808041751299419,1.796008116491438,417.2065937996916,0.6452614399866656,0.0212301250194442,1.106311882201368e-05,3.580869199722155e-09,4.296347115435528e-05,5.574590772109724,99.36385024420603,0.5156891719659715,4.436774800373861e-05,106.98452492414836,79.05864013830158,0.5172988257470663,185.21023204193983
1.2128733973600713e-18,0.0924653044432275,0.0256511278362659,0.115335114011909,-0.0559804980884093,1.611836406695008,0.115335114011909,0.400502893509694,0.7827657410122529,1.8008602031767016,418.2090561754684,0.6469443208160135,0.0212791998146577,1.108869193051472e-05,3.589703491824005e-09,4.307210625323819e-05,5.586753655721289,99.48115963145494,0.5170213388497015,4.44793590402924e-05,107.26193153151704,79.26385558311186,0.5186461620820689,185.6969627289253
1.209944245301939e-18,0.0926988515272445,0.0257125474284757,0.115626821892589,-0.05612760072431,1.6161178797127227,0.115626821892589,0.4015530869682427,0.7847817904854937,1.805849715402728,419.2427360027808,0.648675604922401,0.0213296862238172,1.1115000637736987e-05,3.5987230991286884e-09,4.318344224565117e-05,5.599205230713484,99.6003884472952,0.5183919652610488,4.459376909173616e-05,107.54567618918618,79.47463585330851,0.5200322201848344,186.19620845767992
1.2068763044253698e-18,0.0929387228914471,0.0257756464034908,0.1159264640351393,-0.0562741947146151,1.6205158911308066,0.1159264640351393,0.4026320060460255,0.7868517916944577,1.810974849738249,420.30760247598414,0.6504539914985841,0.0213816265654424,1.1142066996061743e-05,3.6079275538308116e-09,4.32974279927177e-05,5.611909746631946,99.72078139185396,0.5197998907525095,4.471093355886331e-05,107.83545595286805,79.69076112195316,0.5214558299107186,186.7072903738063
1.2037279649828005e-18,0.0931848224598119,0.0258404130036561,0.1162338885061346,-0.0564224829215525,1.62502851692783,0.1162338885061346,0.403738543438516,0.7889719483427682,1.8162289050235123,421.4035458769569,0.6522778697151327,0.0214349831427365,1.1169871361509408e-05,3.6173422031138438e-09,4.341417680769124e-05,5.624926057966722,99.84431174441973,0.5212437181866961,4.483095737502598e-05,108.13120826141572,79.91218635603119,0.5229158445604278,187.2301423732609
1.2004886867034426e-18,0.0934369292785593,0.0259067812357784,0.1165488201506708,-0.0565736090506626,1.6296528576369014,0.1165488201506708,0.4048714767072702,0.7911394673490738,1.8216067490081769,422.5298845525341,0.6541458403324973,0.0214897066424609,1.1198388036717552e-05,3.626957244617632e-09,4.353358196555778e-05,5.638179820555851,99.96844914628058,0.522722275464796,4.49537307640445e-05,108.43287163911126,80.13872023380617,0.5244111404694078,187.764405260423
1.1971758520384609e-18,0.0936949318465208,0.0259747440647238,0.1168711248027634,-0.056726700522696,1.6343850703912652,0.1168711248027634,0.4060310131364106,0.7933540878828536,1.8271077317423683,423.68417922934015,0.6560565560345462,0.0215458206939914,1.1227629335065926e-05,3.6368031876558806e-09,4.365578206892525e-05,5.651675097345927,100.0936454823811,0.524234460991393,4.507939126669206e-05,108.74019603971917,80.37016456571331,0.5259406166039793,188.30959814780007
1.1936787577127565e-18,0.0939585193404866,0.0260441861037293,0.1172004213833067,-0.0568806841594948,1.6392200088092623,0.1172004213833067,0.4072174575231629,0.7956162240611417,1.832735428617959,424.8655320565432,0.6580087053722599,0.0216032433417302,1.1257552549103847e-05,3.6468691128234166e-09,4.378066652866336e-05,5.665413069396708,100.21996054035247,0.5257792124786418,4.520782109676798e-05,109.05310968928964,80.6063626001006,0.527503194164116,188.8654145209537
1.18994721283225e-18,0.0942272303128492,0.026114909704086,0.1175361452500901,-0.0570357433751734,1.644155022257006,0.1175361452500901,0.4084288425326432,0.7979208455969192,1.8384868173605704,426.0723284361818,0.6600010350560602,0.0216618348460438,1.12880848598457e-05,3.657135514374785e-09,4.39080774477524e-05,5.679396238262867,100.347394086339,0.5273556044847924,4.533884965267161e-05,109.371692237,80.84724799944567,0.5290978161927586,189.43179998255624
1.1859518245532685e-18,0.0945010638108704,0.0261869694099213,0.1178783127568537,-0.057189786841194,1.6491861610564262,0.1178783127568537,0.4096655682769696,0.8002693035015415,1.844359856926569,427.30441507652097,0.6620323571114567,0.0217216654662799,1.1319262879770713e-05,3.667620487805935e-09,4.4038099452679627e-05,5.693572821490834,100.4747266540176,0.5289628161298463,4.5472568140390325e-05,109.69556498961788,81.09252255049556,0.5307234471915606,190.00813740169065
1.1817151985734636e-18,0.0947797287731938,0.0262602488540519,0.1182265357518411,-0.0573436108253882,1.6543104765497942,0.1182265357518411,0.4109258986988762,0.802658714568029,1.8503491979612203,428.5602287015863,0.6641012577998733,0.0217826162959223,1.1351024646129405e-05,3.6782942308656753e-09,4.417050450182913e-05,5.707958942738792,100.60260235255448,0.5305998293818274,4.5608740359831135e-05,110.02456324914988,81.34202566353973,0.5323790727429636,190.5940930215993
1.1772797438152902e-18,0.0950631222299677,0.0263347429662249,0.1185806910780769,-0.0574959409014352,1.6595233838383214,0.1185806910780769,0.4122104204379836,0.805090886903212,1.8564557707741145,429.83903632376337,0.6662065246936918,0.0218447042533806,1.138337897518532e-05,3.689207577460162e-09,4.4305517076947744e-05,5.722540691130925,100.73058105107138,0.5322655971010223,4.5747586329100825e-05,110.35822589854791,81.59561682414264,0.5340636991385028,191.18912899914997
1.1725778828454617e-18,0.0953510776164952,0.0264104156312463,0.1189405904569781,-0.0576450370897324,1.6648221821646143,0.1189405904569781,0.41351924653082,0.8075639884933477,1.8626797792897385,431.1403297210809,0.6683470587069903,0.0219079226968588,1.1416322405867078e-05,3.700374710859346e-09,4.44431907056243e-05,5.737336521741087,100.85928368110034,0.5339591090917051,4.588915690975811e-05,110.69626851086912,81.85312703052794,0.5357763530132421,191.7927194945586
1.1675372522778053e-18,0.0956433705033491,0.0264871841379816,0.1193059404674747,-0.0577921696613481,1.670204824450007,0.1193059404674747,0.4148508504810126,0.8100746039301401,1.8690156179055637,432.4635349280169,0.6705215952235813,0.0219721895233868,1.144981215392752e-05,3.711771685081023e-09,4.458334107735098e-05,5.752351845902071,100.98917181725942,0.5356793603074472,4.6033262918673714e-05,111.03864258664272,82.11447547081474,0.5375160809862422,192.40484263948215
1.16220849736451e-18,0.0959396459030359,0.0265649056708227,0.119676307205491,-0.057936943921576,1.6756677333086687,0.119676307205491,0.4162039361953896,0.812620873712962,1.8754611968762505,433.80688895532126,0.6727290117741139,0.0220373953055737,1.1483791196234397e-05,3.7233518941069827e-09,4.472563431264066e-05,5.767576960903539,101.12020040257204,0.5374257090437691,4.617956652483244e-05,111.38534410622609,82.379448709104,0.5392819493069652,193.02518286035848
1.1565231410556412e-18,0.0962398025936999,0.0266435696139855,0.1200515696339911,-0.0580793644979514,1.6812089280120328,0.1200515696339911,0.4175766117902271,0.8152006913188721,1.8820063092322608,435.1698096017039,0.6749681994550546,0.0221035367009019,1.1518257790985936e-05,3.735096927888391e-09,4.4869913506773616e-05,5.783005880653851,101.25248207612654,0.5391973012447631,4.632791550650306e-05,111.73588356890276,82.64792879424286,0.5410730435075222,193.65319681806696
1.1506079915339542e-18,0.0965435000310975,0.0267230277401856,0.1204312790597795,-0.058218605243285,1.686825436005621,0.1204312790597795,0.4189676998259674,0.8178112108161744,1.888649846089548,436.5531211985836,0.6772379014318253,0.0221704564377406,1.1553129983189494e-05,3.746956725969909e-09,4.501583596252995e-05,5.79865274795244,101.38654904879392,0.5409932931676368,4.647795748944322e-05,112.09039456808088,82.91992963837049,0.5428884680606693,194.28897461815365
1.1444403729745584e-18,0.0968513180693677,0.0268037110694676,0.1208162096754033,-0.0583518754044471,1.6925146027805489,0.1208162096754033,0.4203815316212319,0.8204580814296512,1.8953942820469876,437.9560195341011,0.6795372654658185,0.0222385691625626,1.15886238470884e-05,3.7599217026921926e-09,4.516617951284302e-05,5.814790714170562,101.53529055987164,0.5428128000276048,4.663246560627144e-05,112.44829143599377,83.19496426593368,0.5447273460434615,194.93123186871543
1.1380795260801041e-18,0.0971637673986648,0.026885999019365,0.1212070588885572,-0.0584764398059283,1.698273286867332,0.1212070588885572,0.4218179712669839,0.8231471877275827,1.902225477784692,439.3777474430509,0.6818654930495522,0.0223082974148572,1.1624959570014196e-05,3.774726429948106e-09,4.532316342077161e-05,5.831605781094379,101.70686234770288,0.5446550201022075,4.679366336230242e-05,112.8091912457852,83.47267720340795,0.5465888188064748,195.5790432480705
1.131589753619066e-18,0.0974814101105534,0.0269703240307632,0.1216045765782626,-0.0585908285657204,1.704098793939092,0.1216045765782626,0.4232788106608829,0.8258841020318988,1.909137278861392,440.8184037513468,0.6842217434940574,0.0223800614635515,1.1662356156097732e-05,3.792102590847021e-09,4.548902860891839e-05,5.849234450877478,101.9053588968782,0.5465191229024213,4.696379075147467e-05,113.17284190329946,83.75285230956835,0.5484720456485064,196.23176340816136
1.1248630179327904e-18,0.0978048891230229,0.027057125416893,0.1220096087327279,-0.0586936886683961,1.7099880578483355,0.1220096087327279,0.4247665041668526,0.8286753973797205,1.916124953477592,442.2785769898188,0.6866051892294489,0.0224543039090465,1.170104424650679e-05,3.8129753819090194e-09,4.566642683428242e-05,5.867788493598809,102.13442636334902,0.5484042038933383,4.714550146397919e-05,113.53912671601744,84.03523044702892,0.550376203496666,196.8885513640128
1.1180542101643218e-18,0.0981348483931207,0.0271468946654544,0.122422972441086,-0.058783858634766,1.7159387435406148,0.122422972441086,0.4262831886099134,0.8315267847643273,1.9231822818963704,443.75849313676633,0.6890148568342421,0.0225314814516898,1.174126182995826e-05,3.8381826318664735e-09,4.585752662468374e-05,5.887406805188683,102.3993696071526,0.550309514263291,4.7340970744267045e-05,113.90809545612883,84.31962594230768,0.5523004865917744,197.54899657520664
1.111307066357948e-18,0.0984721631384199,0.0272402667049461,0.122845785191028,-0.0588606932061903,1.7219478414082827,0.122845785191028,0.4278309465654712,0.8344470210505013,1.930299290857325,445.2585945934917,0.6914498092259267,0.0226122053947074,1.1783327459461968e-05,3.868667043929026e-09,4.6064878786851866e-05,5.908147309973666,102.70147942022302,0.5522343356494311,4.755276274224399e-05,114.27928113533096,84.60588860868802,0.5542441061789807,198.2124520609161
1.1047422258285569e-18,0.0988175389744753,0.0273377820984037,0.1232790056457277,-0.0589220814034409,1.7280108355225416,0.1232790056457277,0.4294136429211719,0.8374469147174554,1.937474980837524,446.7792647398284,0.6939094055476314,0.0226970576887034,1.1827544392237372e-05,3.905318481973993e-09,4.629096501728819e-05,5.930085400862568,103.04295892280706,0.5541779508891541,4.778337113041617e-05,114.6525244796848,84.89397603785886,0.556206290203518,198.87841537249645
1.0984130636798506e-18,0.0991718497476466,0.0274400713249236,0.1237237802298658,-0.0589666560827791,1.7341256258483602,0.1237237802298658,0.4310330327805617,0.8405337712973371,1.944698473562697,448.3215493433177,0.6963929665416573,0.0227866782639967,1.1874246099008244e-05,3.9494265154616945e-09,4.653901851837663e-05,5.953312760865919,103.42646148744168,0.5561396383525439,4.803603812521913e-05,115.02766066030296,85.18394164780742,0.558186283011515,199.5465836709782
1.092300035949063e-18,0.0995359982704035,0.027547801936937,0.1241812854922937,-0.0589922479960726,1.740288672103052,0.1241812854922937,0.4326958751386224,0.8437175942876453,1.9519768783077451,449.8877399420088,0.6988997662035116,0.0228817992500246,1.1923814095896116e-05,4.0034460098650365e-09,4.6813783021814536e-05,5.978016328027151,103.85870691295256,0.5581186853262513,4.831550724378851e-05,115.40517009531244,85.47588127783733,0.5601833450557815,200.21691912469203
1.0862685843893698e-18,0.0999113290919583,0.0276619556908693,0.124653237190456,-0.0589993658719442,1.746497366446707,0.124653237190456,0.4344072485775271,0.8470111312483937,1.959303862278904,451.4807425433311,0.7014290500323486,0.0229834114169704,1.1976764677941868e-05,4.070126657272857e-09,4.712026903184e-05,6.004351112800144,104.34623208826824,0.5601143801007175,4.862680908788069e-05,115.78509837717456,85.76986491801189,0.5621967526064896,200.8891267045124
1.0802460292072697e-18,0.1002994228498966,0.0277839095883129,0.1251414196986864,-0.0589962432493062,1.7527512745040124,0.1251414196986864,0.436171061730741,0.8504219533078701,1.9666691169776689,453.112071918629,0.7039793061386862,0.0230922804842411,1.2033496865159544e-05,4.153255006113605e-09,4.746242937203933e-05,6.032120832237757,104.8785478036536,0.5621260169336042,4.897391710678006e-05,116.16891229838006,86.06668722144254,0.5642257974666717,201.5659184319685
1.0742720839892657e-18,0.1007026498320901,0.0279158080684628,0.1256485139239968,-0.0589950278699569,1.7590515510642537,0.1256485139239968,0.4379928322934573,0.8539581697553913,1.9740640639629723,454.793715948163,0.7065487910778789,0.0232095431595065,1.2094603001306204e-05,4.2621586728460516e-09,4.78483345398779e-05,6.061357471655933,105.45828136490609,0.5641529115497722,4.9364918415264775e-05,116.55739211284175,86.36683404051588,0.5662697866924582,202.24816871598256
1.068471662220455e-18,0.1011235949400635,0.0280601636680372,0.1261774397067155,-0.0590065000496032,1.765399376108772,0.1261774397067155,0.439878831051517,0.8576283582576099,1.9814796429928183,456.53728206617086,0.709135811606253,0.0233364531632688,1.2160736406080696e-05,4.409371663332292e-09,4.828774318214648e-05,6.0921690638936274,106.09152650113356,0.5661943986686345,4.980958426824777e-05,116.95116248588998,86.67079091670772,0.5683280423179801,202.93677629263144
1.0631015304277872e-18,0.10156535123759,0.0282199592132959,0.1267316541439314,-0.0590423850538283,1.7717962029935084,0.1267316541439314,0.4418349042840772,0.8614429057688623,1.9889030832084829,458.3547099738363,0.7117385147950401,0.0234742173634564,1.2232525984083614e-05,4.603111828943037e-09,4.878765393614841e-05,6.124483510301168,106.77539406354724,0.5682499161698524,5.031494106909617e-05,117.35050997715368,86.97897998604851,0.57039990108486,203.63220645455675
1.0580550363812298e-18,0.1020309089941248,0.0283983159525277,0.1273144909034968,-0.0591146545154854,1.7782434221192227,0.1273144909034968,0.4438664619290483,0.8654113612540725,1.996320930657091,460.25700159150017,0.7143551778075757,0.0236240430798647,1.231060087538552e-05,4.854184395968804e-09,4.935645123496087e-05,6.158233413550573,107.50639201893006,0.5703188377164907,5.088938937108088e-05,117.75586315423584,87.29181693151124,0.5724847141762204,204.33486503349
1.0534135281844993e-18,0.1025240351762921,0.0285993918488604,0.1279300830609026,-0.0592367772976724,1.7847422589566906,0.1279300830609026,0.4459822158291409,0.8695469667422449,2.0037237762140667,462.2548427122264,0.7169838138376285,0.0237871992625877,1.239562233589773e-05,5.178314573597973e-09,5.0004758872061725e-05,6.193506720248452,108.28890551090056,0.5724005311617002,5.154356045977108e-05,118.16750927704705,87.60958562170214,0.5745818469551339,205.04501778573177
1.0491139701579189e-18,0.1030497043209723,0.0288291317999658,0.1285839194711919,-0.0594225232801001,1.791295098358036,0.1285839194711919,0.4481920677582898,0.8738670566209893,2.0110960132977587,464.3590292546957,0.7196222535850297,0.0239655070460333,1.248853936739626e-05,5.598269714503081e-09,5.0746061366936325e-05,6.230288779004986,109.1222304701076,0.5744943897803271,5.229096178622224e-05,118.58519270621372,87.93239296497264,0.5766906787074482,205.76260633316244
1.044865533006446e-18,0.1036127829662921,0.0290936242280286,0.1292815016612152,-0.0596826314723743,1.79790277142578,0.1292815016612152,0.4505103941472336,0.8783930559361743,2.018432787087035,466.5802979071965,0.7222687252471792,0.0241613691823302,1.2590604055409182e-05,6.143037301068399e-09,5.159539281532219e-05,6.268516167691711,110.00412955379068,0.5765998544822674,5.314667629175388e-05,119.00897290242676,88.260256978513,0.5788106023889114,206.4874085704895
1.0407098675266337e-18,0.1042179249420049,0.0293987685348457,0.130028083184618,-0.0600284349995395,1.8045666306791688,0.130028083184618,0.4529456987493271,0.8831433838671054,2.0257157634747918,468.9272559889965,0.7249214784960379,0.0243770547212348,1.27029988125247e-05,6.841197284867899e-09,5.256629511515567e-05,6.308052701174373,110.928798122447,0.5787163075053632,5.4124297800670536e-05,119.43870412213867,88.59307951755981,0.5809410243765318,207.2191482359334
