Média Absoluta,Variância,Desvio Padrão,Assimetria,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Entropia da Energia,Densidade da Energia,RMS da Energia,Largura de Banda Espectral,Planicidade Espectral
0.0498009271501859,0.0077316122484793,0.0620211684017517,-0.0035022529999523,1.5640258582245457,0.0620211684017517,0.2185681772901272,0.4388600960177689,1.7623420077505854,749.5143192303192,0.6310367472856198,0.0063790947487519,3.324176523581041e-06,5.216519817877992e-10,1.576722770533871e-05,0.2025907136619768,0.5045072186001115,1.612748940982834e-05,111.00436139590352,0.5071205070312871
0.0499213126108439,0.0077553428983462,0.0621718322045812,-0.003508447814063,1.5668287071162963,0.0621718322045812,0.2191601285861203,0.4400285958144692,1.7661041783153173,751.4975688956592,0.6322172298627983,0.006398978926225,3.334538262754084e-06,5.22736618194462e-10,1.5798854963388043e-05,0.2033246567043226,0.5054434857096836,1.6160705023141445e-05,111.21471466364116,0.5080626101934858
0.0500504335578022,0.0077811619244619,0.0623334170007102,-0.0035148802084383,1.5697768048946923,0.0623334170007102,0.2197962883704653,0.4412867609945116,1.770081745400114,753.6078001714812,0.6334608066699757,0.0064206042872217,3.3458073409180805e-06,5.239466967038801e-10,1.5833167125539508e-05,0.2041043572612261,0.5064298086923699,1.61967450039658e-05,111.4349312925863,0.5090550927005748
0.0501883018680983,0.0078091201126839,0.0625059468483723,-0.0035220301486692,1.572866817096669,0.0625059468483723,0.2204755527219245,0.442633795163342,1.7742614374529748,755.8404760300733,0.6347658015264594,0.0064440231259162,3.358011008815165e-06,5.252967284889879e-10,1.587030028874958e-05,0.2049286555709848,0.5074648995568275,1.6235747922329195e-05,111.66455086912872,0.5100965537534575
0.0503348652650963,0.0078392580766086,0.0626894150075717,-0.0035299416252417,1.5760925286814509,0.0626894150075717,0.2211999708198851,0.4440729485573673,1.7786497389299365,758.1907338221749,0.6361309248888465,0.0064693350825035,3.371201189423444e-06,5.268245415485517e-10,1.591058673845841e-05,0.2057938909021961,0.5085475173798174,1.627804858014318e-05,111.90307535675878,0.5111856200161131
0.0504900429069403,0.0078715897850414,0.0628837440874678,-0.0035386218524866,1.5794484768924029,0.0628837440874678,0.2219696833457791,0.4456057528177746,1.7832440228454294,760.6549390980695,0.6375546681990806,0.0064965787297859,3.38539798321311e-06,5.28553633285192e-10,1.5954255706567794e-05,0.2066962225016637,0.5096762977814872,1.6323873635394194e-05,112.14992035157456,0.5123209451391392
0.0506538829074947,0.0079061915394723,0.0630890441434795,-0.0035477630173586,1.582926891528759,0.0630890441434795,0.2227879415965888,0.4472386174910716,1.788055155559423,763.2299956319932,0.6390357416230467,0.006525871737966,3.400662708684774e-06,5.305308207823589e-10,1.6001747195729353e-05,0.2076291992823403,0.5108500110151555,1.6373664148274436e-05,112.404289061669,0.5135012092910872
0.050826368961267,0.0079430992891502,0.063305308389153,-0.003557478781458,1.5865249474118677,0.063305308389153,0.2236533969293628,0.4489699630108586,1.7930702224676585,765.9124175117042,0.64057261851102,0.0065572647125307,3.417021736597605e-06,5.327857901558114e-10,1.6053323675546628e-05,0.2085906199175853,0.5120674374981133,1.6427681102096307e-05,112.6655268890303,0.5147251186974657
0.0510074661385319,0.0079823549240156,0.063532540499001,-0.0035675663555202,1.5902387613007236,0.063532540499001,0.2245659952366331,0.4508001966606806,1.7982832348208324,768.6985343450776,0.6421640575308265,0.0065908455883326,3.4345208902202545e-06,5.353447655196312e-10,1.6109213370690766e-05,0.2095799595769483,0.5133273503535838,1.648615696106729e-05,112.93302556771567,0.5159914051872911
0.0511971936158213,0.0080240175977491,0.0637707869545361,-0.0035781426091443,1.5940635221995911,0.0637707869545361,0.2255266810943192,0.4527309714577527,1.803694496961863,771.5847063949899,0.6438086656134194,0.0066266900520724,3.453199610251441e-06,5.382406040958647e-10,1.6169675778680885e-05,0.210596437536349,0.514628513236465,1.654935313980813e-05,113.20634995044163,0.5172988257470663
0.0513998303583784,0.0080718724306748,0.0640252823992996,-0.0035882455264565,1.5979939432539962,0.0640252823992996,0.2265571041452008,0.4548060595786928,1.809306279423168,774.5664243635026,0.6455046036729336,0.0066676274961854,3.474532306506237e-06,5.572743511002778e-10,1.6249385240638994e-05,0.2116318837740907,0.515969714658275,1.6632006850642025e-05,113.48465299048144,0.5186461620820689
0.0516227555457655,0.0081350363329611,0.0643051447679779,-0.0035991839905787,1.6020310201982857,0.0643051447679779,0.2276811599479195,0.4570753569029951,1.8150966399033936,777.6401166768434,0.6472500597825384,0.0067207784454871,3.502229518231981e-06,8.349186630726937e-10,1.6407576534035462e-05,0.2126762345869982,0.5173497644663282,1.6793449120630466e-05,113.76736692587907,0.5200322201848344
0.0518740325289696,0.0082242552176723,0.0646203206723031,-0.0036114791591318,1.6061764447227245,0.0646203206723031,0.2289242796940379,0.4595918678782081,1.821041584848338,780.8025267186961,0.6490431991560847,0.00679460614435,3.5407014822043072e-06,1.759823777749732e-09,1.6718524765928663e-05,0.2137210523996432,0.5187674825041051,1.7108066854249282e-05,114.0539426854836,0.5214558299107186
0.0521637231115953,0.008354981455526,0.0649829981117166,-0.0036246168056149,1.610428875935371,0.0649829981117166,0.2303322229603364,0.4624393522927053,1.8271348166770047,784.0524454920009,0.6508821404825716,0.0068994965342493,3.5953603617766416e-06,3.514373356242981e-09,1.723222726148153e-05,0.2147591481766702,0.5202216932076493,1.7626135956850934e-05,114.34385867585056,0.5229158445604278
0.0525019793890514,0.0085435695878641,0.0654056500086729,-0.003638935135376,1.6147861778034427,0.0654056500086729,0.2319414531760176,0.4657164613745895,1.8333530861091327,787.3877359169653,0.6527649617768096,0.0070477809187621,3.6726320577187074e-06,6.454329119316025e-09,1.801777164098848e-05,0.215785143093982,0.521711132277129,1.8417030132607252e-05,114.63654965563951,0.5244111404694078
0.0529033350779265,0.0088209199467855,0.0659063393448612,-0.003655817820682,1.6192494388367382,0.0659063393448612,0.23380122855667,0.4695240868062185,1.8396772746692096,790.8051312144818,0.6546900545552382,0.0072649276754816,3.785788262366677e-06,1.2005929068517e-08,1.9215247835141544e-05,0.2167934841624708,0.5232347818223531,1.962145583746292e-05,114.93147619467102,0.5259406166039793
0.0533801520950226,0.0092119015742044,0.0665007068488134,-0.0036752844534115,1.623819881725964,0.0665007068488134,0.2359569263787381,0.4739540767234713,1.8460798528534563,794.2921334691728,0.6566559718703294,0.007574348868034,3.947029113097445e-06,2.2665072579921565e-08,2.100926247118386e-05,0.217778402726586,0.5247915974267726,2.142440530246689e-05,115.22855081264312,0.527503194164116
0.0539608693047009,0.0098143017063999,0.0672226679019037,-0.003698391835592,1.6284949835016211,0.0672226679019037,0.2385089077776573,0.4792229350107569,1.852550841443789,797.8486348978143,0.6586604912370793,0.0080309541231758,4.184968276798219e-06,5.55175185540352e-08,2.3891945221105785e-05,0.2187334125393354,0.5263805693724801,2.4318820785637963e-05,115.52733197919812,0.5290978161927586
0.0546599547595107,0.0106582811459396,0.0680894786657275,-0.0037226510946023,1.6332772665226925,0.0680894786657275,0.2414961243797307,0.4854084941418174,1.8590645241723296,801.4630599707195,0.660701470071375,0.0086525588875053,4.508889467173132e-06,1.1128778288344145e-07,2.797351614602157e-05,0.2196516431528663,0.5280006589898879,2.84152948630208e-05,115.8272382095409,0.5307234471915606
0.0554928840454458,0.0117791445212346,0.0691196990623991,-0.003746875273774,1.6381676685524318,0.0691196990623991,0.2449615586359476,0.4925975533877036,1.865603196723011,805.1248471215674,0.6627770077298627,0.0094608979545463,4.930118788195008e-06,1.9472697052320327e-07,3.350529632296488e-05,0.2205273765508663,0.5296508411445511,3.39653742521384e-05,116.12752323275268,0.5323790727429636
0.0564747524145593,0.0132250817130683,0.0703310031442348,-0.0037741814007642,1.6431683868168574,0.0703310031442348,0.2489361365065925,0.5008526680220023,1.8721440179899635,808.8277251346485,0.6648853382143886,0.0104789621363081,5.460636861025517e-06,3.094281012824036e-07,4.0689238890562974e-05,0.2213600786325344,0.5313301191450527,4.11713454974547e-05,116.42780674091708,0.5340636991385028
0.057641677503511,0.0152056386213962,0.0717650716389123,-0.0038058527149074,1.6482791970145003,0.0717650716389123,0.2534857377338073,0.5103339246443072,1.8786708220309305,812.5644324703343,0.6670243475474911,0.0117911198233033,6.144408454040172e-06,5.403576231200378e-07,5.055865239225422e-05,0.2221500992166248,0.533037582329659,5.106742304106388e-05,116.72730253170424,0.5357763530132421
0.0589782609660191,0.017695661648994,0.073402979211816,-0.003841036997829,1.6534486215857953,0.073402979211816,0.2585567931364742,0.5209286856667319,1.8851390326603816,816.3050679638577,0.6691743525576208,0.0133806949154569,6.972743572410967e-06,8.841974662259358e-07,6.296833335398089e-05,0.2228975367263046,0.5347572958029857,6.350813603306412e-05,117.02342930355596,0.5375010809862422
0.0604671507749416,0.0206655322391588,0.075223642258391,-0.0038796998122158,1.6586286204595613,0.075223642258391,0.2640764260210645,0.5324952510337652,1.8914928752707671,820.0188229051726,0.671316467738494,0.0152292539645875,7.93603645887812e-06,1.3378915891834936e-06,7.77987084211689e-05,0.2236012761242427,0.5364737466302032,7.837348116214455e-05,117.31358122789555,0.5392223243069652
0.0620910861769486,0.0240850000554221,0.077205869097879,-0.0039210624426125,1.6637737723052333,0.077205869097879,0.2699799860800864,0.5448771964207779,1.8976859929384344,823.67702321276,0.6734320313604237,0.0173165185440179,9.02371992913883e-06,1.8982653551023069e-06,9.491222859038996e-05,0.2242605454441175,0.5381719212667648,9.552547466774043e-05,117.59541398791316,0.5409249113825222
0.0638286397016854,0.0279095741755206,0.0793231645996451,-0.0039634695124662,1.6688360928386132,0.0793231645996451,0.2761924988208321,0.5579188148901837,1.903677803399369,827.2523006892219,0.675502721765632,0.019609286088184,1.0218491968829274e-05,2.5611275365422056e-06,0.0001141017978034,0.224874654049179,0.5398370370730177,0.0001147562615437,117.86664030252012,0.5425940504325443
