Média,Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
-5.231813845530988e-19,0.1083423239621016,0.03857803770159,0.1353349330133444,-0.047201579228912,1.5327202587194682,0.1353349330133444,0.479322925470669,1.0023966982635244,1.7459613630412307,683.8313247435469,0.6268417614443179,0.0325037078222702,1.6937836280495215e-05,1.086494213939294e-08,6.653760826756649e-05,5.368863098300005,79.37517009614884,0.4982779997016988,6.866675786817427e-05,21.915206905141137,94.10178959653672,94.2523146433554,0.5026078831649975,184.660212854809
-5.222293761808948e-19,0.1084253094492949,0.0385926958293151,0.1354380265981213,-0.047297224969915,1.5346204266863113,0.1354380265981213,0.4796579954773188,1.003062606684466,1.747994115182668,684.1952675592499,0.6275990926473608,0.0325153398268714,1.694389777325249e-05,1.0862896050930343e-08,6.655805213085811e-05,5.37510935234876,79.46973235033526,0.4988854338304486,6.868808346366632e-05,22.10569632768546,94.23661430296224,94.35411908098318,0.5032166934888934,184.8727276458923
-5.213462898579763e-19,0.108514540402568,0.0386076159028635,0.1355489064717995,-0.0473961957548783,1.5367026517861166,0.1355489064717995,0.4800194302833453,1.0037810810796122,1.75023637994748,684.5812171058489,0.628430606292996,0.0325271548469981,1.6950054636267938e-05,1.0860106766151422e-08,6.65784093182954e-05,5.3819704037643445,79.57402778173298,0.4995518424573677,6.870935036202017e-05,22.31862842113041,94.38576563941646,94.46569727043178,0.5038848923722172,185.10660553527023
-5.206614627466946e-19,0.1086108311795043,0.038623401275548,0.1356686309809417,-0.0474942897057735,1.5389599978307862,0.1356686309809417,0.4804123191682625,1.0045636804732407,1.7526885464836606,685.001453623649,0.629334540141283,0.0325397056430599,1.6956594915612282e-05,1.085680059623918e-08,6.659966005820729e-05,5.389444437563032,79.68900846931193,0.5002756576356849,6.873157942132506e-05,22.549405732790078,94.54842866169489,94.58721834884156,0.5046109037794345,185.3617610370169
-5.201196554286866e-19,0.1087138987105824,0.038639991110643,0.1357968672272211,-0.0475903317487133,1.541388203329,0.1357968672272211,0.4808349910882256,1.0054075396835105,1.755342331163049,685.4557370459382,0.6303090904246086,0.0325529681699244,1.696350608125301e-05,1.0853002912430813e-08,6.662189210826437e-05,5.397575226653473,79.8160065833034,0.5010553747870014,6.875485126391579e-05,22.793108786145083,94.7244938382843,94.7183476807042,0.5053931821676156,185.6376505666396
-5.196653534289079e-19,0.1088233950304129,0.0386572902537192,0.1359331930825429,-0.0476830759322567,1.5439826698633623,0.1359331930825429,0.4812863775793213,1.006309685303899,1.7581944258544897,685.9424331646268,0.6313524456096073,0.0325668639402305,1.697074723305399e-05,1.0848720637280971e-08,6.664502854926916e-05,5.406355449612209,79.95481510957106,0.501889282524271,6.877908111299555e-05,23.0493798210563,94.91378210850355,94.85889079798264,0.5062302119605253,185.93403390636615
-5.1934686578652105e-19,0.1089404159101248,0.0386760680944623,0.1360790110865626,-0.0477696725996868,1.5467380299616436,0.1360790110865626,0.4817719375817988,1.007283373652293,1.761240828524773,686.473953519791,0.6324628249521309,0.0325821213780911,1.6978697956274718e-05,1.0844396191245104e-08,6.667080905253315e-05,5.415796795549451,80.10612785617506,0.5027757993891242,6.880604904083349e-05,23.31735245752681,95.11500720429346,95.00892877694798,0.5071205070312871,186.2501346712646
-5.192307963280165e-19,0.1090645372617964,0.0386961950411509,0.1362338314565937,-0.0478462844570106,1.5496495409073,0.1362338314565937,0.4822904497102337,1.008325519412188,1.7644788722537128,687.0478295011015,0.6336386706139563,0.0325986498607084,1.6987311026945567e-05,1.0840022341222305e-08,6.669908995535715e-05,5.425905523073541,80.27042442339514,0.5037134399130541,6.883560402741893e-05,23.5935082148624,95.32777271024196,95.1682385453312,0.5080626101934858,186.5856264057046
-5.19261716970923e-19,0.1091957867462503,0.0387178386826343,0.1363977387624876,-0.0479083221881268,1.5527108006943484,0.1363977387624876,0.4828477874130816,1.009442919202141,1.7679209491044183,687.6632074898514,0.6348783843995395,0.0326167119929664,1.6996723289716787e-05,1.0836078142630771e-08,6.673105704298944e-05,5.436698986898177,80.44821461225654,0.5047008967979519,6.886893105028783e-05,23.87762575664597,95.55130549773068,95.33636857490532,0.5090550927005748,186.9392503578329
-5.194066969144669e-19,0.1093338440990267,0.0387409063453095,0.1365703504769838,-0.0479547666345351,1.5559175137529293,0.1365703504769838,0.4834414079801442,1.0106327731586118,1.7715561519879477,688.3186038544573,0.6361803334572552,0.0326362383138236,1.7006898548110313e-05,1.08325288562153e-08,6.676642087252093e-05,5.448087740763744,80.63652961506422,0.5057366059496801,6.890574082156515e-05,24.166277114902723,95.78537425790824,95.5131200508028,0.5100965537534575,187.3105028984472
-5.197051639227628e-19,0.1094786066529975,0.0387653900027349,0.1367515062590375,-0.0479893153776238,1.559265887132389,0.1367515062590375,0.4840701113525692,1.0118932423714302,1.775376552288393,689.0120708288246,0.6375425960730697,0.0326571820010722,1.701781240285165e-05,1.0829345643073629e-08,6.680490998866334e-05,5.460014314221389,80.83421342118513,0.5068192507554243,6.894576550447982e-05,24.45725554533956,96.0295727536808,95.69826653466946,0.5111856200161131,187.6988902692424
-5.201304908265782e-19,0.1096300160082929,0.0387913201464386,0.1369411451341866,-0.0480116356020613,1.56275183443145,0.1369411451341866,0.4847326561185935,1.0132237847859484,1.779372155636061,689.7420183382545,0.6389635756998095,0.0326796048442287,1.7029497052750825e-05,1.0826544053639341e-08,6.684666167725412e-05,5.472471356075402,81.04133829816067,0.5079475949425143,6.898914558896998e-05,24.750459573448243,96.28304186272838,95.89126670067768,0.5123209451391392,188.10337763033291
-5.204891838772026e-19,0.109787973701419,0.0388186975792807,0.1371391328438224,-0.048023312688968,1.5663718491586305,0.1371391328438224,0.485427784380094,1.014622519273321,1.7835345369901197,690.5070853493244,0.6404415584198069,0.0327035182285749,1.7041958430732184e-05,1.0824139950106805e-08,6.689178158025765e-05,5.485514821633284,81.26039348508262,0.5091204742690411,6.903598491136296e-05,25.044524287522403,96.54539991255176,96.09182037702674,0.5135012092910872,188.52325813010583
-5.206584329226376e-19,0.1099512634661535,0.0388468489768697,0.1373439101242394,-0.0480283733446887,1.570123443581203,0.1373439101242394,0.4861492817974588,1.0160752584015842,1.7878564361807563,691.2936843823667,0.6419747299295666,0.0327283034628153,1.7054874133827737e-05,1.0821885264991558e-08,6.693895876037142e-05,5.499043595955707,81.4877389376399,0.5103365919682079,6.908493380972267e-05,25.34020450230869,96.81702255599428,96.29932826691146,0.5147251186974657,188.9578987669899
-5.207388721513203e-19,0.110119765574547,0.0388757704570296,0.1375553283066607,-0.0480246630654366,1.574001062485233,0.1375553283066607,0.486897979986611,1.0175832638174742,1.792340627283993,692.1011323767806,0.6435615165906501,0.0327539546263051,1.706824107676147e-05,1.0819776017918597e-08,6.698812968322738e-05,5.513015070082528,81.72222231202885,0.5115946913801737,6.913593014809488e-05,25.6374157205822,97.0974234890428,96.51361533174348,0.5159914051872911,189.40663318048237
-5.206741495039982e-19,0.1102934411099822,0.038905494827477,0.1377733399638019,-0.0480134323771384,1.5780005451699672,0.1377733399638019,0.487673725389921,1.0191466314724047,1.7969829547197596,692.9293901186768,0.6452003753774164,0.0327805039880615,1.70820760750712e-05,1.0817799752437544e-08,6.703915440825524e-05,5.527351605422012,81.96207848650181,0.5128937591717545,6.91888437543373e-05,25.93997765897352,97.3862940685048,96.7345049162216,0.5172988257470663,189.8689266425724
-5.203914457085272e-19,0.110470908039081,0.0389352144267935,0.1379961413088946,-0.0480012358662822,1.5821188211782449,0.1379961413088946,0.4884699527675377,1.0207495182584934,1.801779559452514,693.7637762471692,0.6468894232763106,0.0328071611423659,1.7095967244588885e-05,1.081551718617851e-08,6.709016005729161e-05,5.541995663027141,82.2056358320247,0.5142325743591996,6.924175737895172e-05,26.247653374046973,97.68420313509118,96.96151621151434,0.5186461620820689,190.3444314606332
-5.198767043629032e-19,0.1106540555909807,0.0389661416147512,0.1382258904776925,-0.0479977950217683,1.5863545878817291,0.1382258904776925,0.4892905230963506,1.0224012437690837,1.8067148627934493,694.6038633139314,0.6486263729197957,0.0328346980253302,1.7110316844882922e-05,1.0814457203208361e-08,6.714512699291504e-05,5.557081959721529,82.45805445965728,0.5156099983674434,6.929866206235676e-05,26.560773543344744,97.99031640703146,97.19396334678052,0.5200322201848344,190.831529256746
-5.189796436986117e-19,0.1108432194786063,0.0389984865760033,0.1384627499015727,-0.048018010316993,1.590710981440395,0.1384627499015727,0.4901258620710467,1.024085072571845,1.811753953736492,695.4352536375874,0.650408819183487,0.0328629107867792,1.712501864866042e-05,1.0816262758576004e-08,6.720656658424647e-05,5.572794200053544,82.72735883603181,0.517024872396254,6.936202315276796e-05,26.88059731040396,98.3050308365833,97.4310052921522,0.5214558299107186,191.3292612244869
-5.177489301880302e-19,0.1110404020766006,0.0390335952095887,0.1387090247012923,-0.0480691834140886,1.595186424381554,0.1387090247012923,0.4909811812982583,1.0258115645871588,1.816886612024376,696.2574836236549,0.6522346429055019,0.0328926732619998,1.7140528015633107e-05,1.08232983879793e-08,6.727955336822326e-05,5.589334062476026,83.02095466708143,0.518476245908818,6.94369229291066e-05,27.207414023505198,98.62750444503206,97.67196774217928,0.5229158445604278,191.8360814136458
-5.161442506136542e-19,0.1112475071505627,0.0390727673014252,0.1389669469059195,-0.0481572638330376,1.5997808626846883,0.1389669469059195,0.4918597720826274,1.0275881996709686,1.8220976097890944,697.0707475720252,0.654101989848226,0.0329249007460958,1.715732191041999e-05,1.084030798308751e-08,6.73716544065887e-05,5.6070537903026185,83.35530739318091,0.5199630856129406,6.953092364383884e-05,27.541516510432334,98.9568153163562,97.91613999723248,0.5244111404694078,192.350480927642
-5.140092558017148e-19,0.1114664901475732,0.0391174184576004,0.13923882945898,-0.0482881822616114,1.6044939445599091,0.13923882945898,0.4927664585564507,1.0294236222835451,1.8273740732693755,697.8746212991426,0.656009064987265,0.0329605864153822,1.7175917881908468e-05,1.0873496586873693e-08,6.749133357196783e-05,5.626319972430557,83.74830537053973,0.521484398673935,6.965248426468649e-05,27.88318922933278,99.2922748911226,98.1629284023618,0.5259406166039793,192.87151457282636
-5.113915967035205e-19,0.1116992651116119,0.0391689017598841,0.1395269125789469,-0.0484681595682245,1.6093248235349944,0.1395269125789469,0.493705320968317,1.0313261315059266,1.832703776368966,698.6690225709464,0.6579540633562097,0.033000611252897,1.719677501453734e-05,1.0929605897926397e-08,6.764723227981551e-05,5.647387502889838,84.21380238155956,0.5230391529943936,6.98102440766676e-05,28.22952093403414,99.63307225618708,98.41178345910188,0.527503194164116,193.39797839849183
-5.083101653884845e-19,0.1119478315160622,0.0392286901263425,0.139833594026478,-0.0487019035850011,1.6142724264271384,0.139833594026478,0.4946809880909362,1.0333060349029746,1.8380733978573092,699.4533326177601,0.6599353815921091,0.0330460643909698,1.7220460860328237e-05,1.1020880540764484e-08,6.785146640685514e-05,5.670677219537247,84.77373177128968,0.5246263331658135,7.00163114773785e-05,28.580859523983573,99.97818523942608,98.66200310840392,0.5290978161927586,193.92861552632985
-5.047037651642493e-19,0.1122144074958295,0.0392985267912334,0.1401616039425678,-0.0489948698849192,1.6193356851257166,0.1401616039425678,0.4956983815125074,1.0353763218264618,1.843467160704944,700.2276845600179,0.661951620948952,0.033098329488855,1.7247696450680095e-05,1.1176017148659574e-08,6.812303826788593e-05,5.696636872781617,85.45177288343186,0.5262448864906543,7.028967993461541e-05,28.93754350229416,100.3266355213553,98.91281073965428,0.5307234471915606,194.4621879667121
-5.007502390973741e-19,0.1125012960586407,0.0393802304404392,0.1405137544608129,-0.0493517486386024,1.624513864217739,0.1405137544608129,0.4967637550382693,1.0375494742917442,1.848872500509619,700.9931847038266,0.6640012948761141,0.0331587701913307,1.7279192387353205e-05,1.1420112340812149e-08,6.847947839395037e-05,5.725726340559881,86.27120598690189,0.5278938443290777,7.064786955223316e-05,29.295999814718385,100.67744273270976,99.16342446842413,0.5323790727429636,194.99744117875585
-4.965986683742093e-19,0.1128108093647296,0.0394756504299096,0.1408929037369375,-0.0497771062096707,1.6298083062598123,0.1408929037369375,0.4978829416489521,1.0398345219459344,1.8542743336842973,701.751393191356,0.6660831298856773,0.0332287452249246,1.731565670918432e-05,1.1776241206308662e-08,6.893724487711288e-05,5.758352745451376,87.25375219612549,0.5295723518138842,7.110733730884762e-05,29.657290806556663,101.0297932895834,99.41316810462352,0.5340636991385028,195.5332452948035
-4.922188184683798e-19,0.1131433944573538,0.0395855078698565,0.1412997156089094,-0.0502679054064406,1.6352161234490998,0.1412997156089094,0.4990586126267374,1.042234567444541,1.859672481119096,702.5032474889916,0.6681963466766137,0.0333088795207488,1.7357415070739423e-05,1.2262177091586165e-08,6.950713748647825e-05,5.794714093097212,88.41300757519221,0.5312794908865721,7.167887501150974e-05,30.02130356112677,101.3833325969048,99.66185288402288,0.5357763530132421,196.06950625427316
-4.875731089070752e-19,0.1134995322337664,0.0397105499755044,0.1417348756303526,-0.0508222465068835,1.640733982477536,0.1417348756303526,0.5002933863843053,1.044753481636972,1.865067365080582,703.2498727202076,0.6703401298920794,0.0333997261356258,1.740475567255127e-05,1.2893129485900437e-08,7.019792643285162e-05,5.834950126059813,89.7596015948746,0.533014297902108,7.237125154372932e-05,30.38792755946165,101.7377018316538,99.90931150714108,0.5375160809862422,196.6060736717118
-4.825680123571271e-19,0.1138794203064245,0.0398512995572643,0.1421987693304515,-0.051437176755181,1.6463583364817282,0.1421987693304515,0.5015892913351897,1.0473947148254923,1.870459311950192,703.9923668335198,0.6725138149635934,0.0335017523932771,1.7457922039227293e-05,1.3697875460346452e-08,7.102329797758281e-05,5.879242576160808,91.3068752160118,0.534775815114959,7.319813971607313e-05,30.757054637303984,102.09252222351468,100.15538213518236,0.5392819493069652,197.1428008527764
-4.773742143723e-19,0.114283258263622,0.0400082482100623,0.1426917536582467,-0.0521105833887453,1.652086075180139,0.1426917536582467,0.5029487267779379,1.0501599833067738,1.8758505182392136,704.7322361130913,0.6747166624138657,0.0336153315005208,1.751710865061019e-05,1.4694074325605086e-08,7.199133031279722e-05,5.927605657032972,93.05742258407962,0.5365631236166011,7.416761713751828e-05,31.12856722406634,102.44751582965232,100.39995701537208,0.5410730435075222,197.6796033182636
-4.72289917839519e-19,0.1147111435600653,0.0401818202928442,0.1432140669527047,-0.0528400546000778,1.657914623390584,0.1432140669527047,0.5043712409707803,1.053049379868801,1.8812365232455468,705.4715048056485,0.6769479463700415,0.0337408350175848,1.7582509128496586e-05,1.590785475531059e-08,7.31121813775846e-05,5.98004127646468,95.01285710455178,0.5383752678654663,7.528983808768218e-05,31.502350312964044,102.80251534207652,100.64298447311457,0.5428884680606693,198.2160353957357
-4.673424377508383e-19,0.1151632804970497,0.0403725626076363,0.1437660982816308,-0.0536217663241533,1.6638390043164586,0.1437660982816308,0.5058596193202644,1.0560706410124263,1.8866198555724327,706.2120869454748,0.6792070321969547,0.0338788004114593,1.76544035494838e-05,1.7360669388952516e-08,7.439414696272817e-05,6.036543853307054,97.17452700582756,0.5402113323649893,7.657310424174012e-05,31.878291414555694,103.15729676956606,100.88440076707764,0.5447273460434615,198.7519672307733
-4.624900850614255e-19,0.1156398310572785,0.0405809124337715,0.1443480879804091,-0.0544543201710485,1.669856463168043,0.1443480879804091,0.5074147501818941,1.0592245461266692,1.8919994495266848,706.9553088060845,0.6814930129374097,0.0340294468621201,1.773290612929664e-05,1.9067356271239295e-08,7.584167515945849e-05,6.097038516847326,99.53910870814045,0.542070449725532,7.802186759764367e-05,32.25628051106061,103.5117784897505,101.12421882734404,0.5465888188064748,199.2873074271255
-4.575881090215445e-19,0.1161407577166158,0.0408070773035765,0.1449599795496507,-0.0553372164940485,1.6759647430829372,0.1449599795496507,0.5090361864168877,1.062508922342991,1.8973732099199336,707.7014433071372,0.6838048353922084,0.0341927432359138,1.7818000644040595e-05,2.1030118728736172e-08,7.745335192184628e-05,6.161417778701835,102.10125417010757,0.543951789257189,7.963471988392575e-05,32.63621001144072,103.86590276976118,101.36248116135356,0.5484720456485064,199.82201382348435
-4.524384427670363e-19,0.1166660540050087,0.0410512872133226,0.1456017304152624,-0.0562703047125861,1.6821602688646555,0.1456017304152624,0.5107252031245261,1.0659255332405748,1.902742429645864,708.4504111493427,0.6861414090232394,0.0343686406694713,1.7909661630782426e-05,2.3248883461739812e-08,7.922718635980218e-05,6.229576176790854,104.85572600339376,0.545854517872549,8.14096762538565e-05,33.017974707234664,104.21962343332264,101.59931409053742,0.550376203496666,200.35597508882012
-4.467520266565844e-19,0.1172158391390291,0.0413138763335327,0.1462734041243951,-0.0572541727799921,1.6884403025482269,0.1462734041243951,0.5124803702113655,1.0694742035125542,1.9081022329390087,709.202719578997,0.6885015403991189,0.0345570867529012,1.800786177847908e-05,2.5726822346046297e-08,8.116236490771377e-05,6.301415786663331,107.7977159980283,0.5477778050865717,8.334592733932224e-05,33.40147172913204,104.572870832224,101.834777641456,0.5523004865917744,200.88888355169905
-4.406308722624969e-19,0.1177902492945464,0.0415951624914804,0.1469750364304372,-0.0582913983561672,1.6948027570510626,0.1469750364304372,0.5142994925971697,1.073152381914232,1.913446331313694,709.9588777362374,0.6908839538824799,0.0347577998468234,1.8112454323514067e-05,2.846163455599219e-08,8.325635700669633e-05,6.376848529770951,110.92301331257576,0.5497208604203349,8.544094245401698e-05,33.7866005042759,104.92568066073252,102.06899958544956,0.5542441061789807,201.4206854379926
-4.341354901020429e-19,0.1183898898396283,0.0418959875113419,0.1477071666004233,-0.0593835723977533,1.7012435937473038,0.1477071666004233,0.5161859334201204,1.076966524660039,1.918777205966928,710.71915653161,0.6932872679861106,0.0349705976528517,1.8223344269333952e-05,3.1445828921132866e-08,8.550460467371615e-05,6.455757076372585,114.22555483786212,0.5516829051003179,8.769017038992782e-05,34.1732627142818,105.27818868449305,102.30230235743178,0.556206290203518,201.9513870695961
-4.270257033406966e-19,0.1190157588113835,0.0422177343085166,0.1484708405178754,-0.0605324514497013,1.7077603734440574,0.1484708405178754,0.5181403845418407,1.0809216412797,1.92408937628082,711.4846745254378,0.6957101739334881,0.035195669699461,1.8340630380125653e-05,3.4674834183860986e-08,8.790360673752628e-05,6.538009683872658,117.6983865605527,0.5536631860280141,9.009012435395597e-05,34.5613622539619,105.63046429731988,102.5349688730147,0.558186283011515,202.48060805759383
-4.1885922888184314e-19,0.1196691275238816,0.0425621730639626,0.1492674510627548,-0.0617393154343656,1.7143500056310128,0.1492674510627548,0.5201653144105911,1.0850264444769226,1.929379608085084,712.2564016959402,0.6981514243693737,0.0354334884406573,1.8464558853912143e-05,3.815393667070884e-08,9.04532735280905e-05,6.623490407861974,121.33549594685604,0.555660956102031,9.264073296139046e-05,34.95080519074287,105.9825964275824,102.76725575219896,0.5601833450557815,203.0083058128312
-4.0948953593725027e-19,0.1203516687428514,0.0429317662946514,0.1500989090917435,-0.0630053327105508,1.7210088202081266,0.1500989090917435,0.522269609081819,1.0892947337288006,1.9346531283853567,713.0355679860013,0.7006098289059732,0.0356852320504101,1.859574364273592e-05,4.1928728356312096e-08,9.316246338703714e-05,6.712077335816723,125.13045786053914,0.5576755242753108,9.535087855549444e-05,35.341499724766216,106.33466787906367,102.99937678869404,0.5621967526064896,203.5348140329789
-3.99201633248592e-19,0.1210654493228099,0.0433299937440797,0.150967854291754,-0.0643293757111453,1.727736439638447,0.150967854291754,0.5244568399187548,1.0937331275454154,1.9399032564252612,713.8244366585564,0.7030846838929267,0.0359535394667527,1.873555990972008e-05,4.614139711599989e-08,9.605672265203556e-05,6.803633697994318,129.075827525275,0.5597061939465785,9.824614842114344e-05,35.733356149660366,106.68663173878844,103.23133853465283,0.5642257974666717,204.06009502050105
-3.882735848217733e-19,0.1218120528960879,0.043759974640755,0.1518766398910351,-0.0657071239674705,1.7345301808399196,0.1518766398910351,0.526732874812862,1.0983530916258817,1.9451283431482285,714.6237132790997,0.7055759260545441,0.0362420975203981,1.888592887983232e-05,5.1393052671826385e-08,9.920695425364764e-05,6.898082149232334,133.16787693591846,0.5617522655663587,0.0001013974699585,36.12628681397345,107.03800209311628,103.46243165332916,0.5662697866924582,204.58199110498012
-3.770091668591877e-19,0.1225933071797581,0.0442254786423043,0.1528280432393169,-0.0671333465096096,1.7413875757216888,0.1528280432393169,0.5291053921711718,1.1031674718030766,1.950328361521096,715.4353743186306,0.7080836860443859,0.0365556623014887,1.904932897419945e-05,5.816457018393696e-08,0.0001026728135027,6.995303860880992,137.40027602851595,0.5638130579966142,0.0001048645531066,36.520206083256255,107.3882967591848,103.69196360091748,0.5683280423179801,205.09838702309423
-3.65324102217487e-19,0.123411213402163,0.0447307204769951,0.1538250781795101,-0.0686024366768007,1.7483070063530417,0.1538250781795101,0.5315796439394883,1.1081882257655815,1.9554972099004355,716.2608202751813,0.7106081408942921,0.0368994317132377,1.9228468844834663e-05,6.68768187520186e-08,0.0001065095696976,7.095114977862271,141.76199936354462,0.5658879020059657,0.0001087027367633,36.91503030278489,107.737005317253,103.91915757319843,0.57039990108486,205.6072209008397
-3.5345502657604814e-19,0.1242676051613465,0.0452796942830933,0.1548705385802587,-0.0701076825152363,1.755285299655005,0.1548705385802587,0.5341642311413056,1.1134322166217654,1.960636481987512,717.1005147766706,0.7131494841396914,0.0372783445705923,1.9425922131627067e-05,7.808728467461435e-08,0.0001107825913465,7.197416238915036,146.24788906569893,0.5679761152328644,0.000112977442305,37.31067776091282,108.0836393845577,104.14326054357856,0.5724847141762204,206.10674104858808
-3.409854541222913e-19,0.1251647166711297,0.0458774633996632,0.1559678491921138,-0.0716409648573066,1.7623194425380797,0.1559678491921138,0.5368686766774697,1.1189188294022796,1.965747070751758,717.9549827925814,0.7157081532600271,0.0376986905188837,1.9644966398584533e-05,9.240960764896759e-08,0.000115563155166,7.302060505181712,150.8494355423482,0.5700770527417943,0.0001177600244017,37.70706865304214,108.42754862800828,104.363368724383,0.5745818469551339,206.5945375782576
-3.283777847307623e-19,0.1261048131987929,0.0465297627034454,0.157120587349236,-0.0731935028460063,1.7694082971589915,0.157120587349236,0.5396998703774513,1.1246615720263262,1.9708242524399675,718.8249590308778,0.7182847522827209,0.0381680365052837,1.988954481776115e-05,1.1071406400007414e-07,0.0001209411110853,7.4089390254065774,155.56055236378887,0.5721900802382633,0.0001231404190081,38.10412504620409,108.76801720138909,104.57843101212868,0.5766906787074482,207.0682974022781
