Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
1.4578022163558145e-18,0.1035865133868831,0.0334214903059011,0.1295126497857776,0.0073663514544346,-0.0489646187971331,1.5709775969407809,0.1295126497857776,0.4264989090409099,0.8646194501273062,1.655111649916252,489.5655876595639,0.628442744617728,0.0285982776904684,1.4902698119056008e-05,5.887397121206528e-05,4.922223738377539,0.2857049045269064,68.06960860165195,0.5000636127736574,6.073624513179196e-05,38.70451584607158,91.00163681940349,87.58511510265376,0.5026078831649975,173.87067144679995,199.4775627772618
1.4565250097552177e-18,0.1037186038701817,0.0334664463187294,0.1296772003412173,0.0073497962251952,-0.0490171338491382,1.5728244267023503,0.1296772003412173,0.4271041246127263,0.8658235564710667,1.6573650748945263,490.1621495832769,0.6292012368202521,0.02863552919215,1.492211005323086e-05,5.8961097614737806e-05,4.928796269568689,0.2860529588964841,68.18281212509378,0.5006703583985403,6.082564041842873e-05,38.7640996315841,91.10962423936132,87.69012113483952,0.5032166934888934,174.07948269184362,199.70300727962703
1.4552391431940134e-18,0.103865012711129,0.0335167767106683,0.1298595596792847,0.0073275753718656,-0.0490735006380567,1.5748500355230477,0.1298595596792847,0.4277718955845096,0.8671594481451771,1.6598299668893908,490.8153526207482,0.6300335763307124,0.0286771964143523,1.4943823040308652e-05,5.906077228394741e-05,4.936222464374766,0.2864276369870996,68.31536235823722,0.501336309119449,6.092780766127027e-05,38.8253178325819,91.2267500038992,87.80463015629273,0.5038848923722172,174.3075360237942,199.94792733604336
1.454045855554248e-18,0.1040252623314615,0.0335722695767018,0.1300591240411867,0.0072993534036977,-0.0491336316671214,1.5770494103178434,0.1300591240411867,0.4284995295430076,0.8686232334496367,1.6624985701875952,491.5236012598453,0.6309377588167281,0.0287230938700717,1.4967740422132232e-05,5.917270157867987e-05,4.944516641719906,0.2868267045285688,68.46766311241115,0.5020598688741532,6.104243725811969e-05,38.88952690111002,91.35276915385587,87.92839782061888,0.5046109037794345,174.5543307875422,200.21223316527625
1.4530178351927709e-18,0.1041990574085239,0.0336328295864235,0.130275516863419,0.0072642901097127,-0.0491981992327684,1.5794184858414186,0.130275516863419,0.4292853983505134,0.8702109162363557,1.6653642301322145,492.2851813800717,0.6319118161811634,0.0287731102168384,1.4993804177612522e-05,5.929668495090008e-05,4.9536884805481565,0.2872465640857173,68.64005803154593,0.5028394534663784,6.116931866467162e-05,38.95724053900004,91.48744663803096,88.06118470297757,0.5053931821676156,174.81938767679293,200.49623015220547
1.452118603355596e-18,0.1043858143392375,0.0336981820042562,0.1305080195761011,0.0072232970959341,-0.0492689971861494,1.5819538018016133,0.1305080195761011,0.4301250602035117,0.8719150218226448,1.668414217890744,493.0980834571036,0.6329538998186298,0.0288270017984207,1.5021887336331835e-05,5.943199544409212e-05,4.963701458832415,0.2876874807109399,68.83172634927207,0.5036735181826477,6.130771524870522e-05,39.03253337565765,91.63068864540716,88.20274357191387,0.5062302119605253,175.10224827544425,200.8000787344204
1.4513841258108805e-18,0.1045857916294245,0.0337685694975068,0.1307569332816566,0.0071753691586525,-0.0493482767700917,1.5846513373946438,0.1307569332816566,0.4310197099377587,0.8737368632054779,1.67164288677074,493.9601902050027,0.6340620699039172,0.0288849369296344,1.5052077607938772e-05,5.957890314564321e-05,4.9744754870630095,0.2881513982356993,69.0401461133048,0.5045606031118824,6.145790934639192e-05,39.11103389906797,91.78161331618746,88.35251955393659,0.5071205070312871,175.4015605447278,201.120665090135
1.450829934225192e-18,0.1047976630389404,0.0338431695915454,0.1310206078350721,0.0071214470788972,-0.0494345489144668,1.5875057953534206,0.1310206078350721,0.4319659454771862,0.8756667920224932,1.67505330068575,494.8694745716857,0.6352344836106613,0.0289462989341675,1.508405363948282e-05,5.973406793759185e-05,4.985822462859732,0.288644461185468,69.25868257758546,0.5054994187061582,6.161655874928927e-05,39.19682249813668,91.94089473990088,88.51053604244221,0.5080626101934858,175.71726920128793,201.45875689776477
1.4504646420472572e-18,0.1050221208083634,0.033922616261692,0.1312999018071516,0.0070609468061496,-0.0495293677262941,1.590513608445036,0.1312999018071516,0.4329652974775681,0.8777086548940213,1.678636610680733,495.8244928006709,0.6364693176719933,0.0290116132839122,1.5118089256858925e-05,5.990108221852339e-05,4.9979508012893445,0.2891575455594959,69.4953369137343,0.5064885487576916,6.178724218638204e-05,39.28920128964381,92.1073451143212,88.67614488014704,0.5090550927005748,176.04825146985235,201.81292738582496
1.4501990421511661e-18,0.1052584268019556,0.0340064976661045,0.1315938820718468,0.0069933829060661,-0.0496328599976591,1.5936712516616462,0.1315938820718468,0.4340133920760853,0.8798542899606245,1.6823836653315836,496.8238901527457,0.6377647691761519,0.0290805267219165,1.515400037619412e-05,6.0078482264689104e-05,5.010726371233111,0.2896943956759975,69.74581167364519,0.5075266332350697,6.19684921287374e-05,39.39228171298855,92.28111601750848,88.84926225451203,0.5100965537534575,176.39439456007247,202.18269252340036
1.449938810889581e-18,0.1055059040776367,0.0340944200820493,0.1319016756170523,0.0069200300383401,-0.0497467521245838,1.5969753377006268,0.1319016756170523,0.435106935089964,0.8820958866072817,1.6862883137890678,497.8659638970986,0.6391190012291303,0.0291526558225855,1.5191587192592797e-05,6.026404327766721e-05,5.023977333164615,0.2902589641337739,70.00404247320355,0.508612255895248,6.2158086777025e-05,39.50592299555622,92.46224027430104,89.02979007611545,0.5111856200161131,176.75525808531663,202.56796996223795
1.449605791330205e-18,0.1057641870384161,0.0341862245787833,0.1322228144481811,0.0068410771656161,-0.0498698608788802,1.600420202054483,0.1322228144481811,0.4362462735649443,0.8844335385067507,1.6903526471634485,498.9495272143197,0.6405302842548364,0.029227821153959,1.5230756203209514e-05,6.045701553795874e-05,5.037671757791017,0.2908519880929405,70.26919458839096,0.5097440278207707,6.23552732481935e-05,39.629705028802746,92.65057081933682,89.21766410610607,0.5123209451391392,177.13042211324566,202.9686160398093
1.449089627290319e-18,0.1060329217282124,0.0342817605190374,0.132556841918999,0.0067582180291515,-0.0500030444861724,1.604001828287379,0.132556841918999,0.4374314824375126,0.8868639264412785,1.6945783850301912,500.0732365540257,0.6419969005140616,0.0293058681317928,1.527142685346164e-05,6.065705480925093e-05,5.051805492843605,0.2914722886169718,70.54130326740523,0.5109205969351656,6.255969750216057e-05,39.76297052901878,92.84600142640777,89.41271518681197,0.5135012092910872,177.51947500176368,203.3846435084196
1.4483233899914868e-18,0.1063118042106406,0.0343809078777498,0.1329033626241874,0.0066719172022216,-0.0501481718646633,1.6077167148086582,0.1329033626241874,0.4386603756693446,0.8893833380665351,1.6989578574188422,501.2360307311569,0.6435171582978654,0.0293866655558401,1.5313530774278327e-05,6.0863771003105256e-05,5.066378564404025,0.2921183661721908,70.8208552285142,0.5121406784595653,6.277096400202074e-05,39.90451462347509,93.04854611302072,89.61477866963091,0.5147251186974657,177.92223591100174,203.8166546952752
1.4472873878376477e-18,0.1066008983712994,0.0344837875456985,0.1332624292430768,0.0065822634014294,-0.0503068271210724,1.6115619449059702,0.1332624292430768,0.4399321820026643,0.8919900366584907,1.7034834907504042,502.4367340683768,0.6450893647646189,0.0294702833702171,1.5357104413870334e-05,6.107767000813244e-05,5.0814209158530375,0.2927878212306917,71.1085537133534,0.5134030015011158,6.298957241720961e-05,40.057649419990646,93.25774010819504,89.82346974664836,0.5159914051872911,178.3380225325086,204.2633698914822
1.4459234277554229e-18,0.1069000253815214,0.0345903595553707,0.1336338092336565,0.0064891418787274,-0.0504792417808091,1.6155336148045996,0.1336338092336565,0.4412471321771512,0.8946825330924172,1.7081550037154465,503.6739844175564,0.6467119250172224,0.0295567021612826,1.5402137655697075e-05,6.129865653507611e-05,5.096912101827703,0.293480356971517,71.40396403200182,0.5147062097935996,6.321542740551595e-05,40.22205220064978,93.47323458301442,90.03854206592733,0.5172988257470663,178.76630818434114,204.72385016479595
1.4443764735670777e-18,0.1072089598534546,0.0347005794639837,0.1340172536848345,0.0063933208461323,-0.0506623355319949,1.6196270622234634,0.1340172536848345,0.4426058477667279,0.897461332040115,1.7129732138066989,504.9472729978964,0.6483834654109722,0.0296459331504121,1.5448636347270527e-05,6.152672473040326e-05,5.112847583255356,0.2941946584290926,71.70710170549592,0.5160490713379344,6.344852421819737e-05,40.39728938937945,93.69484627717276,90.25981966208604,0.5186461620820689,179.20694067899797,205.19769009566477
1.4426513047192777e-18,0.1075278083368615,0.0348146046435733,0.1344129108053137,0.0062928838766811,-0.0508551165743587,1.6238380310109508,0.1344129108053137,0.4440070933784298,0.900328851070415,1.7179271772736824,506.2559782660652,0.6501025865320806,0.0297380968121184,1.5496663268430683e-05,6.176230806022283e-05,5.12923251102668,0.2949278811741564,72.01816079390194,0.5174303822168146,6.368929811951462e-05,40.57889359056078,93.92186335435908,90.486981521373,0.5200322201848344,179.65914866506074,205.68393780129207
1.4407005669173585e-18,0.1078555501591105,0.0349317530123613,0.1348194907463615,0.00618920426,-0.051057589440365,1.6281621614072366,0.1348194907463615,0.445447281198092,0.90327806057468,1.7230147879547724,507.5988738115801,0.6518677655052488,0.0298326027767122,1.5545910774732794e-05,6.200175548463203e-05,5.145843971827057,0.2956860375959843,72.32889567034688,0.5188489683159488,6.393410346381986e-05,40.77134340580417,94.1548006781157,90.72012362319984,0.5214558299107186,180.12296337912008,206.1828352340136
1.4386635150277157e-18,0.1081921097644482,0.0350520695443715,0.1352369209633085,0.0060818274412891,-0.0512679726283353,1.6325943954354818,0.1352369209633085,0.4469277867105903,0.90631175004478,1.728238127090384,508.9754185717172,0.6536776725921153,0.0299295123446903,1.5596410810156493e-05,6.224519838928682e-05,5.162664587120463,0.2964692734212404,72.63901947188761,0.5203036988425811,6.418307572132864e-05,40.97019201662789,94.39324828034395,90.95896501655189,0.5229158445604278,180.5979565092782,206.69299268991043
1.4364840525958985e-18,0.1085374773205857,0.03517564748509,0.1356651996479008,0.0059704526829349,-0.0514852654327595,1.6371308146272836,0.1356651996479008,0.4484487716822364,0.9094307749833688,1.7335942006325626,510.3838198817791,0.6555309592071288,0.0300289110263577,1.5648207934527252e-05,6.249302651286098e-05,5.179707085950644,0.2972759939025255,72.94901045221576,0.5217934509353258,6.443660456861844e-05,41.17499277317014,94.63673895368429,91.20317327406262,0.5244111404694078,181.0835094916755,207.2136033872351
1.4342961497039434e-18,0.1088910444164029,0.0353021773693716,0.1361036085887365,0.0058550431183145,-0.0517079825687153,1.641767490137214,0.1361036085887365,0.4500075538473488,0.9126311512062408,1.7390785776168507,511.82323984630375,0.6574264398414139,0.0301306189515648,1.5701208416657025e-05,6.274448794141062e-05,5.196898000107941,0.2981103307044337,73.25709262486862,0.5233171735703683,6.469393851002988e-05,41.38549673199634,94.88537961133471,91.45256243777388,0.5259406166039793,181.57933395603644,207.7436663776968
1.4322857428542128e-18,0.1092528318463203,0.0354317453497285,0.1365521592951923,0.0057345773574034,-0.0519371495090008,1.646501597980455,0.1365521592951923,0.4516036358434684,0.915911960351972,1.7446852794173848,513.292886738733,0.6593627098937413,0.0302346771523723,1.5755433638547353e-05,6.299993465178993e-05,5.214245995986843,0.2989706340133515,73.563444846864,0.5248738149392662,6.495542420541441e-05,41.60167121793592,95.13880308494228,91.70687079708637,0.527503194164116,182.0851002823646,208.28198248556677
1.4303804180942189e-18,0.1096227661405065,0.0355643808754417,0.1370107661470004,0.0056094926076914,-0.0521717180792443,1.6513301336743726,0.1370107661470004,0.4532376082781031,0.9192720709794564,1.7504140499683214,514.7912189728746,0.6613384851839537,0.0303411344639752,1.5810909048449837e-05,6.325960825105239e-05,5.2317315452407245,0.2998558813124077,73.86748464699939,0.5264623144758249,6.522130250010097e-05,41.8230733609672,95.3965404043322,91.96577712289448,0.5290978161927586,182.6002160191912,208.82736814385828
1.4286819333413042e-18,0.1100003758652143,0.0356998614197811,0.137478883012764,0.0054814509865332,-0.0524095284504023,1.6562489861614864,0.137478883012764,0.4549092608681198,0.9227096339209706,1.7562672376380593,516.3177339681519,0.6633526559274128,0.0304498572021163,1.586756498286417e-05,6.352267383287302e-05,5.249262745054244,0.3007699201279752,74.16725667205242,0.5280816730529938,6.549074759389e-05,42.045250980990005,95.65851464572415,92.22920670938136,0.5307234471915606,183.12445359755475,209.37912248094707
1.427305749835152e-18,0.1103854308593979,0.0358381108145269,0.1379562317327896,0.005350059322761,-0.0526486840318651,1.661253921807836,0.1379562317327896,0.4566169417107903,0.9262249990795915,1.7622387185147903,517.8716524057012,0.6654039990721295,0.0305607819644705,1.592536840253806e-05,6.378899645517191e-05,5.266822881366783,0.3017119756405638,74.46254871195069,0.5297309223355686,6.57636209307621e-05,42.2650108557581,95.9245545355306,92.49698962872478,0.5323790727429636,183.65753114155635,209.9368524975361
1.4260293927871533e-18,0.1107774379835618,0.0359788692350645,0.138442200582705,0.0052150942411378,-0.0528909361085133,1.6663438387898406,0.138442200582705,0.4583551233419632,0.929809486909442,1.7683129395304371,519.4518352222166,0.6674912889080581,0.0306736722169979,1.598419604846166e-05,6.405803390041174e-05,5.284429871329382,0.3026810648983889,74.75417629738047,0.5314089565645832,6.603936673208733e-05,42.48250900850984,96.19466440994702,92.76899025681747,0.5340636991385028,184.19916073516825,210.50131977761296
1.4248066627753948e-18,0.1111762112509241,0.0361220841663805,0.1389365576516282,0.0050778028875287,-0.0531381962449515,1.6715177624829582,0.1389365576516282,0.4601230492016855,0.9334571260340344,1.7744867208008506,521.0575127204582,0.6696133131876542,0.0307884862145716,1.6044026167051406e-05,6.432972920081483e-05,5.302095016847526,0.3036757623966098,75.04281954317713,0.5331148172175822,6.631792462291633e-05,42.69776901831443,96.46866110778222,93.04501474918922,0.5357763530132421,184.74904861551863,211.0726332188782
1.423649421003598e-18,0.1115818228731839,0.0362678850058189,0.1394393870080865,0.0049375197119406,-0.053391582538996,1.6767732505899524,0.1394393870080865,0.461921319646205,0.9371673854610648,1.7807580483430256,522.6880205059605,0.6717688611010244,0.0309053007450174,1.6104898772807423e-05,6.460462679999065e-05,5.319862226450176,0.3046930022261412,75.32970812125565,0.5348475653377436,6.659983329093805e-05,42.90626733902263,96.7461643741786,93.32471175151584,0.5375160809862422,185.306719581,211.65036585894404
1.4224521302667062e-18,0.1119943965582791,0.0364164400060525,0.1399508370789224,0.0047953105408801,-0.0536532963235672,1.6821102061790207,0.1399508370789224,0.4637482407469371,0.940935077265336,1.7871162088689423,524.3419119699172,0.6739567414168041,0.0310241964309809,1.616685587857266e-05,6.488349483017392e-05,5.337792980543508,0.3057271778079521,75.61672361539374,0.5366061487694269,6.688584947218714e-05,43.10825791136037,97.02669356271144,93.60771766912754,0.5392819493069652,185.871521571302,212.2348043121902
1.4212029549490436e-18,0.1124138760191319,0.0365677855908372,0.1404708250309674,0.0046504887341261,-0.0539253724508511,1.687526882958074,0.1404708250309674,0.4656041791694405,0.9447570975217836,1.7935602749274793,526.018762944199,0.6761757677396043,0.0311451533448674,1.622988709998307e-05,6.516689332472759e-05,5.355966823252426,0.3067755122394432,75.90681941198531,0.5383897178762784,6.717651953055562e-05,43.304129966788814,97.31001090986209,93.89383049196672,0.5410730435075222,186.4432043789093,212.82583578861687
1.4197602570719713e-18,0.1128404716778786,0.036722146695886,0.1409996285162716,0.0045035683942215,-0.0542071378061859,1.6930213782563328,0.1409996285162716,0.4674902195335735,0.948633723819524,1.8000874261428248,527.7174363573283,0.6784248743380553,0.0312683751211951,1.6294098551951597e-05,6.545621184529842e-05,5.3745347162820405,0.3078304467947693,76.20590664537147,0.5401973430720286,6.747322157851982e-05,43.493959294644846,97.5954233422356,94.18275074414105,0.5428884680606693,187.02107766934063,213.42391074987495
1.4179111374391025e-18,0.1132740048966423,0.0368794859279079,0.1415370553507365,0.004354774837125,-0.0544974560335243,1.698591245720945,0.1415370553507365,0.4694043705500446,0.9525630976643042,1.8066899737994997,529.4371951206878,0.680703101985543,0.0313938880778844,1.6359503948871545e-05,6.575155517704655e-05,5.393497093011231,0.308890833078911,76.51415135142778,0.5420281731949653,6.777606074983441e-05,43.67772695730946,97.88266101740712,94.4742642241351,0.5447273460434615,187.60476030310448,214.02870819515425
1.4157537933749858e-18,0.1137142235018683,0.0370397185659322,0.1420828340853681,0.0042030143850658,-0.0547943241454033,1.7042329585985228,0.1420828340853681,0.4713473557997466,0.9565452113848284,1.813370959534026,531.1774972995096,0.6830095751420562,0.0315216581901229,1.642608556025167e-05,6.605273224602313e-05,5.4128265754485785,0.3099581482228321,76.83072502501099,0.5438813827943381,6.808484714469374e-05,43.85559117826326,98.17158358869362,94.76824582787168,0.5465888188064748,188.19376255312372,214.6391034174204
1.4130750306151593e-18,0.1141612098832431,0.037202952195872,0.1426370357677306,0.0040471724008987,-0.0550991975269448,1.7099442788194552,0.1426370357677306,0.4733188158437468,0.9605798219401273,1.8201252999651596,532.9371363445929,0.6853431116801677,0.0316517232041254,1.6493863055823568e-05,6.636012563352692e-05,5.4325412560226445,0.3110292864319074,77.15589590527802,0.545756168660484,6.839995485421236e-05,44.02728525964962,98.46179015307564,95.0644139315229,0.5484720456485064,188.7875357515971,215.25466412444544
1.4098719451960386e-18,0.1146149710039571,0.0373692441246317,0.1431996552070959,0.0038878453131979,-0.0554134846530005,1.7157238306344005,0.1431996552070959,0.4753172223237268,0.964664450544974,1.8269448179260548,534.7153977889541,0.6877026276690296,0.031784111351632,1.656285114728092e-05,6.667371807564817e-05,5.452626718537051,0.3121043745922273,77.48935837658634,0.5476517639338441,6.872137078119583e-05,44.19191724407458,98.7529935457266,95.36251852716592,0.550376203496666,189.3856496182256,215.87486172782752
1.4062230991288692e-18,0.1150754920447693,0.0375386435890827,0.1437706740482967,0.0037242911756697,-0.0557362351724276,1.7215682976561597,0.1437706740482967,0.4773435125781189,0.9688007769879536,1.8338303536303384,536.5112371267546,0.6900871194164038,0.0319188616487123,1.6633070166082513e-05,6.69939400924799e-05,5.473084459237642,0.3131805909352989,77.83118274421054,0.5495673355585788,6.904951903502195e-05,44.34963792984997,99.04472114144676,95.66233684585886,0.5523004865917744,189.9875784453257,216.4990408526318
1.4022751000631396e-18,0.1155422783121007,0.0377108949884029,0.1443495175964214,0.0035552430284023,-0.0560643319514577,1.727474968866988,0.1443495175964214,0.4793949703048156,0.9729854919619446,1.8407762339315887,538.3233931714418,0.6924957947165468,0.032055828826529,1.6704444411948456e-05,6.732036940526031e-05,5.493873256685338,0.3142584422954879,78.18026381054328,0.5515021107307287,6.93839713011655e-05,44.50059540464436,99.3368403519631,95.96374494659368,0.5542441061789807,190.5929379230556,217.12698101789337
1.397974174626892e-18,0.1160146834467456,0.037885614561958,0.1449353998900333,0.0033797585722309,-0.0563965344147435,1.7334417722973443,0.1449353998900333,0.4814680965835544,0.9772126366455852,1.847776609324696,540.1506936294427,0.6949277767287108,0.0321947350999464,1.677682912972718e-05,6.765208779922977e-05,5.514945833954897,0.3153397809872427,78.53544573104867,0.5534553165095095,6.972380080908095e-05,44.64466555937941,99.62946247956826,96.26680734047308,0.556206290203518,191.20149340207536,217.75890001342552
1.3934273163747733e-18,0.1164921202910918,0.038062459181818,0.1455276215842339,0.003196268205174,-0.0567289543191669,1.7394646450163969,0.1455276215842339,0.4835611473583374,0.9814811980290298,1.854830827624192,541.9923380670178,0.6973822718509958,0.0323354045416352,1.685013264285317e-05,6.798848386177503e-05,5.5362951326585135,0.3164247681432198,78.89685705346587,0.5554263478244962,7.006839085492242e-05,44.78158777718539,99.92268394969408,96.57158914139244,0.558186283011515,191.8130858971812,218.3952167576728
1.3887795545429869e-18,0.1169741303655571,0.038241155697515,0.1461256151198197,0.0030064438065241,-0.0570600390351134,1.7455395225073451,0.1461256151198197,0.4856724934591339,0.985791376622978,1.861937390418248,543.8480087896093,0.6998583659618555,0.0324776441560955,1.692425438045627e-05,6.832818024742254e-05,5.557800510377387,0.3175172435150047,79.26077822395914,0.5574144349607586,7.041637502706868e-05,44.91140195846232,100.21664320741226,96.87807768550714,0.5601833450557815,192.4275481996491,219.03589594958663
1.3840601146019025e-18,0.1174606888938428,0.0384217308552333,0.1467293113935363,0.0028106448657629,-0.0573918681092491,1.7516644906875356,0.1467293113935363,0.4878009255194243,0.9901419686505284,1.8690906332843944,545.7176788934258,0.7023549953477499,0.032621385695298,1.6999158778164727e-05,6.8670665659707e-05,5.5793888979847965,0.3186186833775589,79.62377844972097,0.55941873617788,7.076724516460834e-05,45.03426526579074,100.51144722716312,97.18624931113531,0.5621967526064896,193.04484573167076,219.6801538050284
1.3793804479868622e-18,0.117951722580411,0.0386041842663583,0.1473386031639877,0.002609723858423,-0.0577233533199349,1.7578374768300424,0.1473386031639877,0.489946214558782,0.994531987413171,1.8762886665731084,547.6000450433286,0.7048712099995191,0.0327666056153263,1.7074833567132013e-05,6.90157690436648e-05,5.601023970073543,0.3197295489733363,79.98503585762052,0.5614385439569596,7.112083214009623e-05,45.151456998892186,100.80700937047295,97.49589023340148,0.5642257974666717,193.66458106816185,220.32754904361016
1.3747532787067757e-18,0.1184473880920655,0.0387886723777403,0.1479536590566597,0.0024045758222022,-0.058055855284222,1.764056372284547,0.1479536590566597,0.4921066247529018,0.9989626676837668,1.8835208448509453,549.4948543876498,0.7074060269210376,0.0329133958617138,1.7151326660611703e-05,6.936442541244862e-05,5.62275259110395,0.3208462229548614,80.34581033234961,0.5634731514543829,7.14780599886969e-05,45.26307708012622,101.10308286848124,97.8067504630937,0.5662697866924582,194.28685848188096,220.9775904302828
1.3702950901128898e-18,0.1189474721100895,0.0389751290412621,0.1485742640613278,0.0021953156162911,-0.0583849428035011,1.7703189620237951,0.1485742640613278,0.4942808653569933,1.0034327404894865,1.890783000915289,551.4012284916064,0.7099588156170012,0.0330618104667186,1.7228666215069675e-05,6.971708700074586e-05,5.644620836946638,0.3219658086191763,80.70754118467103,0.565521889915314,7.183937582035768e-05,45.36925894077958,101.3993857010171,98.11865545678624,0.5683280423179801,194.91125192934683,221.63057341165128
