Média Absoluta,Variância,Desvio Padrão,Assimetria,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Planicidade Espectral
0.0849995740008881,0.0224523310266785,0.1061338814973023,-0.0207362164848929,1.575821560588489,0.1061338814973023,0.3452944589401085,0.69696232989287,1.6333795913775286,383.3872302638193,0.6275720240861933,0.0186515798726443,9.719426718418145e-06,4.031999032020751e-09,4.4695243798677486e-05,7.650510047159114,166.05914739715365,0.4996819462568244,4.574320085715976e-05,0.5026078831649975
0.0851070856040701,0.0224825933520574,0.106269179876946,-0.0205588943477616,1.5776666034124756,0.106269179876946,0.3458676192703832,0.6979606829606034,1.6359666273916602,383.82996325037294,0.628338276584071,0.0186780621985023,9.73322678400335e-06,4.041274705337203e-09,4.477128370076948e-05,7.6629859007925,166.42479956736798,0.5002864608762119,4.582051815142934e-05,0.5032166934888934
0.0852244877325298,0.0225154505468876,0.1064168777928179,-0.0203501916734202,1.57968948398092,0.1064168777928179,0.3464996192708622,0.6990532153427411,1.638835113579336,384.3100498277232,0.6291790083768838,0.0187067974071434,9.74820083749009e-06,4.051749298892826e-09,4.485608558313079e-05,7.67737607873592,166.85955653987057,0.5009501010769218,4.59066681200503e-05,0.5038848923722172
0.0853514726337209,0.0225507978263438,0.1065765592779591,-0.0201073766467232,1.581887683692213,0.1065765592779591,0.3471860820023658,0.7002331260660819,1.6419655686147523,384.8251997461522,0.6300920598268084,0.018737652898058,9.764279780124088e-06,4.06350123731057e-09,4.494985043363015e-05,7.69385854837903,167.3748636945603,0.5016712892128574,4.600183927889147e-05,0.5046109037794345
0.0854876440508295,0.0225884933970421,0.1067477306776664,-0.0198305191709504,1.5842572174777982,0.1067477306776664,0.3479245426173143,0.7014956612700735,1.645349384934942,385.3735944091462,0.6310755134323796,0.0187705097645552,9.78140164906475e-06,4.076642670572435e-09,4.505294801885329e-05,7.712612326735083,167.98035235610473,0.5024485636559869,4.610638470126813e-05,0.5053931821676156
0.0856328297627731,0.0226285275740018,0.1069302023164002,-0.0195214611870726,1.586791128574678,0.1069302023164002,0.3487146346952939,0.7028440973627446,1.648982127782998,385.95509042560354,0.6321276153094457,0.0188053747606422,9.799569963857348e-06,4.091206144230356e-09,4.516540059388234e-05,7.733534283527506,168.6710848726324,0.5032805079308249,4.622032686068576e-05,0.5062302119605253
0.085786899845165,0.0226709090568077,0.107123830932784,-0.0191793065869432,1.589485091845156,0.107123830932784,0.3495572186222021,0.7042770217187282,1.652864350316113,386.56924300248807,0.63324661551633,0.0188422692821271,9.818795873958925e-06,4.107197408576077e-09,4.528716844108794e-05,7.756586539916367,169.44571306506617,0.5041655763173383,4.634362850283808e-05,0.5071205070312871
0.0859497612487879,0.0227156572026082,0.107328507773226,-0.0188037498843961,1.5923350130147804,0.107328507773226,0.3504516526943226,0.7057929017011791,1.656989365757244,387.2165735013866,0.6344307345630977,0.018881235535368,9.839101373302785e-06,4.12465673606985e-09,4.541832230020182e-05,7.781684663685271,170.30018959473233,0.5051023763745781,4.647636309181136e-05,0.5080626101934858
0.0861211593505703,0.0227627065673148,0.1075439277803954,-0.018394701389677,1.595335850062666,0.1075439277803954,0.351397182197713,0.7073905230771521,1.661353745609309,387.8953953513623,0.6356782664357488,0.0189222337566003,9.860465740802684e-06,4.143809380505923e-09,4.555958348043126e-05,7.808970491429661,171.24346753854203,0.506089521593763,4.661924200185005e-05,0.5090550927005748
0.0863010023378873,0.0228120586619414,0.1077699533441454,-0.0179505800292773,1.5984846616078947,0.1077699533441454,0.352391607649593,0.7090665403607874,1.6659441030929425,388.6048691690634,0.6369873174916921,0.0189652479530435,9.88288064254488e-06,4.1644933038280175e-09,4.571020314723944e-05,7.838191385133486,172.26241749382953,0.5071256113812682,4.677152375082487e-05,0.5100965537534575
0.0864894418750633,0.0228638536678955,0.1080067815856639,-0.017472034887181,1.6017775208973954,0.1080067815856639,0.3534354196079158,0.7108217928786715,1.6707538500065482,389.3468568320193,0.6383562014872812,0.0190104026937237,9.9064109920395e-06,4.1866570632890085e-09,4.586988409334887e-05,7.869166108861282,173.34803985347216,0.5082092322621575,4.69329250847088e-05,0.5111856200161131
0.0866859262910554,0.0229178608867898,0.1082537380308751,-0.016957408228121,1.6052115267741636,0.1082537380308751,0.3545249353990116,0.7126493461328777,1.6757726694833837,390.1185490730259,0.6397833127924332,0.0190575186349332,9.930963332430044e-06,4.21027462228073e-09,4.603843208297179e-05,7.901970883457717,174.5055360666936,0.5093390256437859,4.7103239455187205e-05,0.5123209451391392
0.0868904196195302,0.0229741209826428,0.1085107680069387,-0.0164068268378614,1.608783185477166,0.1085107680069387,0.3556590583945502,0.714547845836386,1.680991203603598,390.9194819794826,0.64126694507536,0.0191066094853841,9.956544807391425e-06,4.235257323736892e-09,4.621539713853258e-05,7.936484232642488,175.73075261593337,0.5105136812425092,4.728202535899231e-05,0.5135012092910872
0.0871029034652499,0.0230326896625473,0.1087778646733469,-0.0158213543152813,1.6124872555729146,0.1087778646733469,0.3568400854678773,0.7165191799813527,1.68641539351857,391.7499787809169,0.6428055760817823,0.0191577581606621,9.983198624628547e-06,4.26153538361528e-09,4.640042697220246e-05,7.972507117744736,177.01315977553165,0.5117319408108891,4.7468940711620255e-05,0.5147251186974657
0.0873231982097116,0.0230935244085879,0.1090547932579205,-0.0152021279037987,1.6163206259665273,0.1090547932579205,0.3580657763806615,0.7185605110936109,1.6920341710716054,392.6090902400184,0.6443975590580063,0.0192109296423565,1.00109065358815e-05,4.28911140748421e-09,4.659342723061596e-05,8.010028669320091,178.35312697133983,0.512992534603083,4.766388969221938e-05,0.5159914051872911
0.0875511009130374,0.0231565589072072,0.1093412659715958,-0.014548627746568,1.6202813463327834,0.1093412659715958,0.3593352936659713,0.7206659909239324,1.6978439001741903,393.4945514158253,0.6460411513280283,0.0192660517297748,1.0039630917027035e-05,4.3180154805151e-09,4.679440063355104e-05,8.049102164178139,179.7544930672791,0.5142942379502882,4.786686905978264e-05,0.5172988257470663
0.0877917792749363,0.0232274167935879,0.1096434491658682,-0.0138636936641,1.624369047027809,0.1096434491658682,0.3606629516113375,0.7228640403407817,1.7038213884225435,394.4138096987009,0.6477342445343995,0.0193266319961995,1.0071199581135785e-05,4.408605382356383e-09,4.7031609832362686e-05,8.089947159463833,181.2293518167072,0.5156359201770477,4.810618463622565e-05,0.5186461620820689
0.0880558291694636,0.0233232151259725,0.1099740689784221,-0.0131519311430476,1.628580797343326,0.1099740689784221,0.3620884801986236,0.7252335531193691,1.7099525471822503,395.3740173417923,0.6494747243725225,0.0194033436740377,1.0111174400228104e-05,4.79181694727212e-09,4.736121596141364e-05,8.132439284256659,182.7703109921742,0.5170164209641026,4.843826828561746e-05,0.5200322201848344
0.0883550465181524,0.0234657708929591,0.1103478765291606,-0.0124178409494693,1.6329136161148412,0.1103478765291606,0.363652591782261,0.7278700932746983,1.7162185747118894,396.3861627223516,0.6512610935415675,0.0195147771903859,1.0169242934020831e-05,6.503572909560298e-09,4.790347179284666e-05,8.176494512727878,184.37301426621423,0.5184346452836925,4.8983761087993215e-05,0.5214558299107186
0.0887015470300335,0.0236826628615069,0.1107816169450591,-0.011668863434973,1.637361666577915,0.1107816169450591,0.3654125115479026,0.7308937604431999,1.7226148475388292,397.4538883657956,0.6530934941525564,0.0196966780073286,1.0264032312313024e-05,1.5493948562794842e-08,4.895099455701321e-05,8.222234439620802,186.04431719817163,0.519889453223938,5.003586124155545e-05,0.5229158445604278
0.0891148305348518,0.0240341086360346,0.111301086219218,-0.0109151343187519,1.6419222587908249,0.111301086219218,0.3674363414646694,0.7344641951074283,1.729121373149363,398.5796129437452,0.6549713276258395,0.0200150100885465,1.0429916669383305e-05,5.0906872534703576e-08,5.102767708748442e-05,8.269642583658285,187.78177426764216,0.5213797822700124,5.211957456348208e-05,0.5244111404694078
0.0896151873481749,0.0245766801751386,0.1119311292086753,-0.0101607015453278,1.64659374455223,0.1119311292086753,0.3697889272995893,0.7387168607340133,1.735721413652456,399.7640513239912,0.6568929270717905,0.020510634664408,1.068818898614278e-05,1.2840208574525718e-07,5.4600485986941085e-05,8.31883992172956,189.59313199800667,0.5229046237236911,5.570233708829842e-05,0.5259406166039793
0.0902301757797017,0.0254064805312073,0.1127045246049109,-0.009408658242074,1.6513767442298557,0.1127045246049109,0.3725552914433568,0.743802890301779,1.74239313576978,401.0040818027895,0.6588561667730451,0.0212369186787285,1.1066659030082597e-05,2.9956097717800775e-07,6.05185963679465e-05,8.370122607097244,191.49543756713152,0.5244629296415986,6.163373769805291e-05,0.527503194164116
0.090993561324333,0.0266607637043443,0.1136609369256039,-0.0086609551871142,1.6562693013813865,0.1136609369256039,0.3758195140578231,0.74993782012791,1.749105128855318,402.2973119119192,0.6608586967253336,0.0222602296137669,1.159991121092589e-05,6.553678012343936e-07,6.990407599612534e-05,8.423711157369441,193.50227967038435,0.5260536759579277,7.103633965258186e-05,0.5290978161927586
0.0919555779106138,0.0286270674349706,0.1148594165985269,-0.0079167304947864,1.6612710966553703,0.1148594165985269,0.3797164830115014,0.7573616559050865,1.7558397372304115,403.6407706560502,0.6628981756357076,0.0237468608572059,1.2374601801566288e-05,1.8145821521763612e-06,8.572505974047947e-05,8.479732037946661,195.6220660580621,0.5276758387807713,8.687950901178648e-05,0.5307234471915606
0.0931710543459693,0.0316513066750683,0.1163643177123468,-0.00717532162863,1.6663842923529797,0.1163643177123468,0.3843854186524999,0.766323350299445,1.7625641566523915,405.0314633347912,0.664972360527722,0.0258859268289521,1.3489279223007758e-05,4.436057490945423e-06,0.0001110083438562,8.538351299233982,197.86534557343825,0.5293284261666712,0.0001121916139881,0.5323790727429636
0.0946952359874988,0.036176912604024,0.118242513887699,-0.0064356224115004,1.671607527233219,0.118242513887699,0.3899665405322344,0.7770847038454981,1.7692657959198577,406.4572075809653,0.6670800143865289,0.0289718707688887,1.5097379243818828e-05,9.432488632429053e-06,0.0001492587491757,8.599439791456284,200.2232934055983,0.5310104273692293,0.0001504807986763,0.5340636991385028
0.0966146133792273,0.0432577299779609,0.1205970231428041,-0.0056993097549778,1.676941315974475,0.1205970231428041,0.3966482739889069,0.7900202423320228,1.7759257459918274,407.9084135014848,0.6692197341670617,0.0336209065249818,1.7520013822293565e-05,2.713353240011601e-05,0.0002125730023643,8.66326137544277,202.71321788166773,0.5327208878542795,0.0002138478538653,0.5357763530132421
0.0989041852168507,0.0528061059679273,0.1233970439485076,-0.0049676521134617,1.6823350372192123,0.1233970439485076,0.4043467343824371,0.804952542746804,1.7824992886429758,409.36248069285415,0.6713716561084355,0.0397739382457433,2.072638782998577e-05,5.721978033770824e-05,0.0003001936491643,8.729253984929361,205.31329854397208,0.5344438562551862,0.0003015345546113,0.5375010809862422
0.1015388653816506,0.0647298737891935,0.1266100797344318,-0.0042405580429035,1.6877407747599829,0.1266100797344318,0.4129638472982637,0.8216835701032663,1.7889364173086908,410.80449494241407,0.6735148828891404,0.0473554945079371,2.467717275035767e-05,9.937296366632524e-05,0.000411203944929,8.796879811042702,208.0031057040093,0.5361637738510069,0.0004126231914076,0.5392223243069652
0.1044862902123646,0.078905369443737,0.1301946816347507,-0.0035121679042372,1.693110149784878,0.1301946816347507,0.4223893177350571,0.839973479900345,1.7951974565698847,412.219104463631,0.6756296210809963,0.0562605482298294,2.9317638473073792e-05,0.0001532675696938,0.0005444675858424,8.865714705277497,210.769690977645,0.53786546260397,0.0005459759651434,0.5409249113825222
0.1077137512517248,0.0952139027526174,0.1341109268204063,-0.0027843715617212,1.6983943659584255,0.1341109268204063,0.4325187254134526,0.859611196898082,1.8012445923251907,413.5945380725762,0.6776977971368738,0.0664100408350498,3.460658719908743e-05,0.0002185874179688,0.0006989167851592,8.9351568268569,213.5880447244242,0.5395341331110161,0.0007005242562628,0.5425940504325443
